"corpus","user/Poehler/compar_de_v05"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"die bessere",16.390,1,0,15.387,0.000
"war bessere",16.390,1,0,15.387,0.000
"sind bestehende",16.390,1,0,15.387,0.000
"eine bestimmte",16.390,1,0,15.387,0.000
"größe betrachtet",16.390,1,0,15.387,0.000
"nicht-it-freihändern beträgt",16.390,1,0,15.387,0.000
"klar und objektiv beurteilbar",16.390,1,0,15.387,0.000
"objektiv beurteilbar",16.390,1,0,15.387,0.000
"und objektiv beurteilbar",16.390,1,0,15.387,0.000
"control bezieht",16.390,1,0,15.387,0.000
"gesetzt beziehungsweise",16.390,1,0,15.387,0.000
"grundsätzlich wie vereinbart bezogen",16.390,1,0,15.387,0.000
"vereinbart bezogen",16.390,1,0,15.387,0.000
"wie vereinbart bezogen",16.390,1,0,15.387,0.000
"wird grundsätzlich wie vereinbart bezogen",16.390,1,0,15.387,0.000
"die gesamte bhutanesische",16.390,1,0,15.387,0.000
"gesamte bhutanesische",16.390,1,0,15.387,0.000
"normal bicycle",16.390,1,0,15.387,0.000
"und bietet",16.390,1,0,15.387,0.000
"beträgt bisher",16.390,1,0,15.387,0.000
"die bisherigen",16.390,1,0,15.387,0.000
"upgrade bisheriger",16.390,1,0,15.387,0.000
"proset wireless software bitcoin",16.390,1,0,15.387,0.000
"software bitcoin",16.390,1,0,15.387,0.000
"wireless software bitcoin",16.390,1,0,15.387,0.000
"weitgehend blockiert",16.390,1,0,15.387,0.000
"goal-a book",16.390,1,0,15.387,0.000
"real goal-a book",16.390,1,0,15.387,0.000
"additional box",16.390,1,0,15.387,0.000
"certain computer brand",16.390,1,0,15.387,0.000
"die eine breitere",16.390,1,0,15.387,0.000
"eine breitere",16.390,1,0,15.387,0.000
"end-user business",16.390,1,0,15.387,0.000
"universal cable",16.390,1,0,15.387,0.000
"modern electronic calculator",16.390,1,0,15.387,0.000
"free software camp",16.390,1,0,15.387,0.000
"software camp",16.390,1,0,15.387,0.000
"possible wireless card",16.390,1,0,15.387,0.000
"catalogue of free software",16.390,1,0,15.387,0.000
"catalogue of free software application",16.390,1,0,15.387,0.000
"access und metadata change",16.390,1,0,15.387,0.000
"metadata change",16.390,1,0,15.387,0.000
"und metadata change",16.390,1,0,15.387,0.000
"gar chaotisch",16.390,1,0,15.387,0.000
"oder gar chaotisch",16.390,1,0,15.387,0.000
"ungeordnet oder gar chaotisch",16.390,1,0,15.387,0.000
"quello che",16.390,1,0,15.387,0.000
"new coalition-agreement",16.390,1,0,15.387,0.000
"il codice",16.390,1,0,15.387,0.000
"web common",16.390,1,0,15.387,0.000
"wide web common",16.390,1,0,15.387,0.000
"world wide web common",16.390,1,0,15.387,0.000
"approvate dalle competenti",16.390,1,0,15.387,0.000
"dalle competenti",16.390,1,0,15.387,0.000
"procedure approvate dalle competenti",16.390,1,0,15.387,0.000
"ruinous compromise",16.390,1,0,15.387,0.000
"trustworthy computer",16.390,1,0,15.387,0.000
"infrastrutture comunitarie",16.390,1,0,15.387,0.000
"conformità con",16.390,1,0,15.387,0.000
"consideration of using open source",16.390,1,0,15.387,0.000
"free core-each",16.390,1,0,15.387,0.000
"total lifetime cost of ownership",16.390,1,0,15.387,0.000
"binary counting",16.390,1,0,15.387,0.000
"change oder creation",16.390,1,0,15.387,0.000
"making pdf creation",16.390,1,0,15.387,0.000
"metadata change oder creation",16.390,1,0,15.387,0.000
"oder creation",16.390,1,0,15.387,0.000
"und metadata change oder creation",16.390,1,0,15.387,0.000
"workspace creator",16.390,1,0,15.387,0.000
"stellte crisis",16.390,1,0,15.387,0.000
"cose da",16.390,1,0,15.387,0.000
"schon dabei",16.390,1,0,15.387,0.000
"um dafür",16.390,1,0,15.387,0.000
"und werden daher",16.390,1,0,15.387,0.000
"werden daher",16.390,1,0,15.387,0.000
"approvate dalle",16.390,1,0,15.387,0.000
"procedure approvate dalle",16.390,1,0,15.387,0.000
"verbreiten und damit",16.390,1,0,15.387,0.000
"dass sie gemeinsam darauf",16.390,1,0,15.387,0.000
"die darauf",16.390,1,0,15.387,0.000
"gemeinsam darauf",16.390,1,0,15.387,0.000
"sie gemeinsam darauf",16.390,1,0,15.387,0.000
"und darauf",16.390,1,0,15.387,0.000
"man nicht darf",16.390,1,0,15.387,0.000
"nicht darf",16.390,1,0,15.387,0.000
"führt dazu",16.390,1,0,15.387,0.000
"bezeichnet man einen dedizierten",16.390,1,0,15.387,0.000
"einen dedizierten",16.390,1,0,15.387,0.000
"man einen dedizierten",16.390,1,0,15.387,0.000
"source deegree",16.390,1,0,15.387,0.000
"email self defense",16.390,1,0,15.387,0.000
"und definiert",16.390,1,0,15.387,0.000
"die definierten",16.390,1,0,15.387,0.000
"fest definierten",16.390,1,0,15.387,0.000
"delivery of european egovernment",16.390,1,0,15.387,0.000
"interoperable delivery",16.390,1,0,15.387,0.000
"interoperable delivery of european egovernment",16.390,1,0,15.387,0.000
"64-bit-prozessor hat den",16.390,1,0,15.387,0.000
"bedeutet beispielsweise den",16.390,1,0,15.387,0.000
"beispielsweise den",16.390,1,0,15.387,0.000
"damit den",16.390,1,0,15.387,0.000
"die sich den",16.390,1,0,15.387,0.000
"geräten zwischen den",16.390,1,0,15.387,0.000
"installation und den",16.390,1,0,15.387,0.000
"nahm ich den",16.390,1,0,15.387,0.000
"nur den",16.390,1,0,15.387,0.000
"partitionierung gemäß den",16.390,1,0,15.387,0.000
"prozessorgesteuerten geräten zwischen den",16.390,1,0,15.387,0.000
"rund um den",16.390,1,0,15.387,0.000
"sich den",16.390,1,0,15.387,0.000
"siehe den",16.390,1,0,15.387,0.000
"stellt den",16.390,1,0,15.387,0.000
"und damit den",16.390,1,0,15.387,0.000
"und stellt den",16.390,1,0,15.387,0.000
"wir den",16.390,1,0,15.387,0.000
"zeigt den",16.390,1,0,15.387,0.000
"ein derart",16.390,1,0,15.387,0.000
"und deren",16.390,1,0,15.387,0.000
"und dessen",16.390,1,0,15.387,0.000
"ultimate judicial determination",16.390,1,0,15.387,0.000
"automotive electronics development",16.390,1,0,15.387,0.000
"modern automotive electronics development",16.390,1,0,15.387,0.000
"nonfree device",16.390,1,0,15.387,0.000
"effective political dialogue",16.390,1,0,15.387,0.000
"che dico",16.390,1,0,15.387,0.000
"quello che dico",16.390,1,0,15.387,0.000
"apt erlaubt die",16.390,1,0,15.387,0.000
"bezeichnet die",16.390,1,0,15.387,0.000
"damit die",16.390,1,0,15.387,0.000
"decken ferner die",16.390,1,0,15.387,0.000
"definiert zudem die",16.390,1,0,15.387,0.000
"durchlaufen die",16.390,1,0,15.387,0.000
"enthält die",16.390,1,0,15.387,0.000
"erlaubt die",16.390,1,0,15.387,0.000
"erleichtert die",16.390,1,0,15.387,0.000
"ferner die",16.390,1,0,15.387,0.000
"gestaltet sich die",16.390,1,0,15.387,0.000
"ghostscript und die",16.390,1,0,15.387,0.000
"installation nur die",16.390,1,0,15.387,0.000
"kommt die",16.390,1,0,15.387,0.000
"liegt die",16.390,1,0,15.387,0.000
"muss die",16.390,1,0,15.387,0.000
"oder die",16.390,1,0,15.387,0.000
"secure apt erlaubt die",16.390,1,0,15.387,0.000
"sich die",16.390,1,0,15.387,0.000
"sind die",16.390,1,0,15.387,0.000
"sobald man die",16.390,1,0,15.387,0.000
"sogar die",16.390,1,0,15.387,0.000
"sollten die",16.390,1,0,15.387,0.000
"somit die",16.390,1,0,15.387,0.000
"sondern die",16.390,1,0,15.387,0.000
"soweit die",16.390,1,0,15.387,0.000
"text die",16.390,1,0,15.387,0.000
"typischerweise nur die",16.390,1,0,15.387,0.000
"um die",16.390,1,0,15.387,0.000
"und definiert zudem die",16.390,1,0,15.387,0.000
"und erleichtert die",16.390,1,0,15.387,0.000
"und somit die",16.390,1,0,15.387,0.000
"unterstützte die",16.390,1,0,15.387,0.000
"weil die",16.390,1,0,15.387,0.000
"weist die",16.390,1,0,15.387,0.000
"wie die",16.390,1,0,15.387,0.000
"zeigt die",16.390,1,0,15.387,0.000
"zudem die",16.390,1,0,15.387,0.000
"selbst diejenigen",16.390,1,0,15.387,0.000
"sind diese",16.390,1,0,15.387,0.000
"die diesem",16.390,1,0,15.387,0.000
"bin sehr froh diesen",16.390,1,0,15.387,0.000
"froh diesen",16.390,1,0,15.387,0.000
"fügten diesen",16.390,1,0,15.387,0.000
"habe ich diesen",16.390,1,0,15.387,0.000
"ich diesen",16.390,1,0,15.387,0.000
"sehr froh diesen",16.390,1,0,15.387,0.000
"und fügten diesen",16.390,1,0,15.387,0.000
"weil wir diesen",16.390,1,0,15.387,0.000
"wir diesen",16.390,1,0,15.387,0.000
"installation dieser",16.390,1,0,15.387,0.000
"eine digitale",16.390,1,0,15.387,0.000
"und dissemination",16.390,1,0,15.387,0.000
"default x distribution",16.390,1,0,15.387,0.000
"distribution of free software",16.390,1,0,15.387,0.000
"x distribution",16.390,1,0,15.387,0.000
"tedesco-italiano dizionario",16.390,1,0,15.387,0.000
"proprietary domination",16.390,1,0,15.387,0.000
"remote back door",16.390,1,0,15.387,0.000
"universal remote back door",16.390,1,0,15.387,0.000
"um dreidimensionale",16.390,1,0,15.387,0.000
"und dreidimensionaler",16.390,1,0,15.387,0.000
"nonfree device driver",16.390,1,0,15.387,0.000
"beträgt durchschnittlich",16.390,1,0,15.387,0.000
"nicht-it-freihändern beträgt durchschnittlich",16.390,1,0,15.387,0.000
"tragen dürfen",16.390,1,0,15.387,0.000
"european egovernment",16.390,1,0,15.387,0.000
"oder eserver",16.390,1,0,15.387,0.000
"offering easy-to-use",16.390,1,0,15.387,0.000
"feminism edit-a-thon",16.390,1,0,15.387,0.000
"eine effiziente",16.390,1,0,15.387,0.000
"sein eigen",16.390,1,0,15.387,0.000
"befürworten wäre ein",16.390,1,0,15.387,0.000
"beschreibt ein",16.390,1,0,15.387,0.000
"derer ein",16.390,1,0,15.387,0.000
"haben ein",16.390,1,0,15.387,0.000
"hat ein",16.390,1,0,15.387,0.000
"konnte ein",16.390,1,0,15.387,0.000
"openstep war ein",16.390,1,0,15.387,0.000
"rechts ein",16.390,1,0,15.387,0.000
"wird ein",16.390,1,0,15.387,0.000
"wäre ein",16.390,1,0,15.387,0.000
"3d-grafikprogrammierung und enthält eine",16.390,1,0,15.387,0.000
"benötigten eine",16.390,1,0,15.387,0.000
"besteht eine",16.390,1,0,15.387,0.000
"bezeichnet eine",16.390,1,0,15.387,0.000
"daher eine",16.390,1,0,15.387,0.000
"dass eine",16.390,1,0,15.387,0.000
"deshalb primär eine",16.390,1,0,15.387,0.000
"dort eine",16.390,1,0,15.387,0.000
"enthält eine",16.390,1,0,15.387,0.000
"entweder eine",16.390,1,0,15.387,0.000
"fertigten eine",16.390,1,0,15.387,0.000
"führt eine",16.390,1,0,15.387,0.000
"genügt eine",16.390,1,0,15.387,0.000
"getragen wird und eine",16.390,1,0,15.387,0.000
"haben sie eine",16.390,1,0,15.387,0.000
"jedoch eine",16.390,1,0,15.387,0.000
"muss eine",16.390,1,0,15.387,0.000
"nicht nur eine",16.390,1,0,15.387,0.000
"primär eine",16.390,1,0,15.387,0.000
"sie eine",16.390,1,0,15.387,0.000
"solcher eine",16.390,1,0,15.387,0.000
"spezifiziert eine",16.390,1,0,15.387,0.000
"und bietet eine",16.390,1,0,15.387,0.000
"und enthält eine",16.390,1,0,15.387,0.000
"und nicht nur eine",16.390,1,0,15.387,0.000
"welche eine",16.390,1,0,15.387,0.000
"wird nur eine",16.390,1,0,15.387,0.000
"wird und eine",16.390,1,0,15.387,0.000
"die einem",16.390,1,0,15.387,0.000
"und einem",16.390,1,0,15.387,0.000
"bezeichnet man einen",16.390,1,0,15.387,0.000
"man einen",16.390,1,0,15.387,0.000
"bietet eine einfach",16.390,1,0,15.387,0.000
"eine einfach",16.390,1,0,15.387,0.000
"und bietet eine einfach",16.390,1,0,15.387,0.000
"und einfach",16.390,1,0,15.387,0.000
"die eingebaute",16.390,1,0,15.387,0.000
"und eingebetteten",16.390,1,0,15.387,0.000
"objects eingeführt",16.390,1,0,15.387,0.000
"wurde eingeführt",16.390,1,0,15.387,0.000
"eine eingetragene",16.390,1,0,15.387,0.000
"um einheitliche",16.390,1,0,15.387,0.000
"damit einige",16.390,1,0,15.387,0.000
"dass man einige",16.390,1,0,15.387,0.000
"heute einige",16.390,1,0,15.387,0.000
"man einige",16.390,1,0,15.387,0.000
"sowie einige",16.390,1,0,15.387,0.000
"und damit einige",16.390,1,0,15.387,0.000
"und einige",16.390,1,0,15.387,0.000
"die sofort einsatzbereit",16.390,1,0,15.387,0.000
"installation einsatzbereit",16.390,1,0,15.387,0.000
"sofort einsatzbereit",16.390,1,0,15.387,0.000
"modern automotive electronics",16.390,1,0,15.387,0.000
"haben und empfinde",16.390,1,0,15.387,0.000
"und empfinde",16.390,1,0,15.387,0.000
"leading user-contributed encyclopedia",16.390,1,0,15.387,0.000
"computer-aided software engineering",16.390,1,0,15.387,0.000
"vom engl",16.390,1,0,15.387,0.000
"meist englisch",16.390,1,0,15.387,0.000
"ein englisches",16.390,1,0,15.387,0.000
"war ein englisches",16.390,1,0,15.387,0.000
"3d-grafikprogrammierung und enthält",16.390,1,0,15.387,0.000
"arglistigen quellcode enthält",16.390,1,0,15.387,0.000
"quellcode enthält",16.390,1,0,15.387,0.000
"und enthält",16.390,1,0,15.387,0.000
"geprüft und entsprechend",16.390,1,0,15.387,0.000
"und entsprechend",16.390,1,0,15.387,0.000
"sondern entsteht",16.390,1,0,15.387,0.000
"gemeinsam entwickelt",16.390,1,0,15.387,0.000
"weiter entwickelt",16.390,1,0,15.387,0.000
"und entwicklung",16.390,1,0,15.387,0.000
"percent free software environment",16.390,1,0,15.387,0.000
"weil er",16.390,1,0,15.387,0.000
"hart und erfordern",16.390,1,0,15.387,0.000
"sind hart und erfordern",16.390,1,0,15.387,0.000
"und erfordern",16.390,1,0,15.387,0.000
"wurde erheblich",16.390,1,0,15.387,0.000
"eine erhebliche",16.390,1,0,15.387,0.000
"jedoch eine erhebliche",16.390,1,0,15.387,0.000
"apt erlaubt",16.390,1,0,15.387,0.000
"secure apt erlaubt",16.390,1,0,15.387,0.000
"sinnvoll und erlaubt",16.390,1,0,15.387,0.000
"und erlaubt",16.390,1,0,15.387,0.000
"und erleichtert",16.390,1,0,15.387,0.000
"ausführung ermöglichen",16.390,1,0,15.387,0.000
"einige ernste",16.390,1,0,15.387,0.000
"sowie einige ernste",16.390,1,0,15.387,0.000
"gut erreichbaren",16.390,1,0,15.387,0.000
"weltweit erreichen",16.390,1,0,15.387,0.000
"dessen erste",16.390,1,0,15.387,0.000
"und die erste",16.390,1,0,15.387,0.000
"eine freie und erweiterbare",16.390,1,0,15.387,0.000
"freie und erweiterbare",16.390,1,0,15.387,0.000
"und erweiterbare",16.390,1,0,15.387,0.000
"oder erweitern",16.390,1,0,15.387,0.000
"verbessern oder erweitern",16.390,1,0,15.387,0.000
"und erweitert",16.390,1,0,15.387,0.000
"sozial erwünschten",16.390,1,0,15.387,0.000
"den erziehungswissenschaftlichen",16.390,1,0,15.387,0.000
"bespitzelt und drm erzwingt",16.390,1,0,15.387,0.000
"drm erzwingt",16.390,1,0,15.387,0.000
"und drm erzwingt",16.390,1,0,15.387,0.000
"und erörtern",16.390,1,0,15.387,0.000
"establishment of free information",16.390,1,0,15.387,0.000
"deshalb primär eine ethische",16.390,1,0,15.387,0.000
"eine ethische",16.390,1,0,15.387,0.000
"primär eine ethische",16.390,1,0,15.387,0.000
"exotic exception",16.390,1,0,15.387,0.000
"non fa",16.390,1,0,15.387,0.000
"systematisch fanden",16.390,1,0,15.387,0.000
"und systematisch fanden",16.390,1,0,15.387,0.000
"cose da fare",16.390,1,0,15.387,0.000
"da fare",16.390,1,0,15.387,0.000
"hierfür sind fein",16.390,1,0,15.387,0.000
"sind fein",16.390,1,0,15.387,0.000
"sehr feinkörnigen",16.390,1,0,15.387,0.000
"decken ferner",16.390,1,0,15.387,0.000
"die ferngesteuert",16.390,1,0,15.387,0.000
"fast fertig",16.390,1,0,15.387,0.000
"und fertige",16.390,1,0,15.387,0.000
"eine nie fertiggestellte",16.390,1,0,15.387,0.000
"nie fertiggestellte",16.390,1,0,15.387,0.000
"war eine nie fertiggestellte",16.390,1,0,15.387,0.000
"und zuständigkeiten fest",16.390,1,0,15.387,0.000
"verantwortlichkeiten und zuständigkeiten fest",16.390,1,0,15.387,0.000
"zuständigkeiten fest",16.390,1,0,15.387,0.000
"indoor festival",16.390,1,0,15.387,0.000
"local vegan summer festival",16.390,1,0,15.387,0.000
"projektmanagement festlegen",16.390,1,0,15.387,0.000
"dessen erste finale",16.390,1,0,15.387,0.000
"erste finale",16.390,1,0,15.387,0.000
"gefixt und fließen",16.390,1,0,15.387,0.000
"und fließen",16.390,1,0,15.387,0.000
"darauf folgend",16.390,1,0,15.387,0.000
"und darauf folgend",16.390,1,0,15.387,0.000
"wie folgt",16.390,1,0,15.387,0.000
"corrected fork",16.390,1,0,15.387,0.000
"form of negative influence",16.390,1,0,15.387,0.000
"other form of negative influence",16.390,1,0,15.387,0.000
"welcher form",16.390,1,0,15.387,0.000
"6th framework",16.390,1,0,15.387,0.000
"kompatible französische",16.390,1,0,15.387,0.000
"eine freemium",16.390,1,0,15.387,0.000
"association freie",16.390,1,0,15.387,0.000
"geschriebene und weit verbreitete freie",16.390,1,0,15.387,0.000
"herausgegebene freie",16.390,1,0,15.387,0.000
"local association freie",16.390,1,0,15.387,0.000
"stellt freie",16.390,1,0,15.387,0.000
"und weit verbreitete freie",16.390,1,0,15.387,0.000
"verbreitete freie",16.390,1,0,15.387,0.000
"war eine freie",16.390,1,0,15.387,0.000
"weit verbreitete freie",16.390,1,0,15.387,0.000
"bin sehr froh",16.390,1,0,15.387,0.000
"sehr froh",16.390,1,0,15.387,0.000
"sie funktionieren",16.390,1,0,15.387,0.000
"wie sie funktionieren",16.390,1,0,15.387,0.000
"und fügten",16.390,1,0,15.387,0.000
"die fünfte",16.390,1,0,15.387,0.000
"curious tetris-clone game",16.390,1,0,15.387,0.000
"free rally game",16.390,1,0,15.387,0.000
"tetris-clone game",16.390,1,0,15.387,0.000
"light 3d gaming",16.390,1,0,15.387,0.000
"last major gap",16.390,1,0,15.387,0.000
"jedoch gar",16.390,1,0,15.387,0.000
"ungeordnet oder gar",16.390,1,0,15.387,0.000
"veraltet oder gar",16.390,1,0,15.387,0.000
"kein garantierter",16.390,1,0,15.387,0.000
"einem gearbeitet",16.390,1,0,15.387,0.000
"monolithisch gebaut",16.390,1,0,15.387,0.000
"oder gedruckten",16.390,1,0,15.387,0.000
"geodaten geeignet",16.390,1,0,15.387,0.000
"crowdsourcing gehört",16.390,1,0,15.387,0.000
"source und crowdsourcing gehört",16.390,1,0,15.387,0.000
"und crowdsourcing gehört",16.390,1,0,15.387,0.000
"die geleistete",16.390,1,0,15.387,0.000
"beziehungsweise gelöscht",16.390,1,0,15.387,0.000
"gesetzt beziehungsweise gelöscht",16.390,1,0,15.387,0.000
"gesetzten oder gelöschten",16.390,1,0,15.387,0.000
"oder gelöschten",16.390,1,0,15.387,0.000
"populär gemacht",16.390,1,0,15.387,0.000
"verdient gemacht",16.390,1,0,15.387,0.000
"die ferngesteuert gemeine",16.390,1,0,15.387,0.000
"ferngesteuert gemeine",16.390,1,0,15.387,0.000
"dass sie gemeinsam",16.390,1,0,15.387,0.000
"die gemeinsam",16.390,1,0,15.387,0.000
"sie gemeinsam",16.390,1,0,15.387,0.000
"die gemeinsame",16.390,1,0,15.387,0.000
"partitionierung gemäß",16.390,1,0,15.387,0.000
"gepflegt und genutzt",16.390,1,0,15.387,0.000
"kommerziell genutzt",16.390,1,0,15.387,0.000
"ist genügend",16.390,1,0,15.387,0.000
"erstellt und gepflegt",16.390,1,0,15.387,0.000
"und gepflegt",16.390,1,0,15.387,0.000
"enthält die gesamte",16.390,1,0,15.387,0.000
"die gesamten",16.390,1,0,15.387,0.000
"die gesetzten",16.390,1,0,15.387,0.000
"weil die gesetzten",16.390,1,0,15.387,0.000
"wurde gewählt",16.390,1,0,15.387,0.000
"daten gewährleistet",16.390,1,0,15.387,0.000
"gespeicherten daten gewährleistet",16.390,1,0,15.387,0.000
"immer gewährleistet",16.390,1,0,15.387,0.000
"die einem gewährt",16.390,1,0,15.387,0.000
"einem gewährt",16.390,1,0,15.387,0.000
"hat sich gezeigt",16.390,1,0,15.387,0.000
"sich gezeigt",16.390,1,0,15.387,0.000
"und ggf",16.390,1,0,15.387,0.000
"installation gibt",16.390,1,0,15.387,0.000
"weltweit gibt",16.390,1,0,15.387,0.000
"online ging",16.390,1,0,15.387,0.000
"proporre un quadro giuridico",16.390,1,0,15.387,0.000
"quadro giuridico",16.390,1,0,15.387,0.000
"un quadro giuridico",16.390,1,0,15.387,0.000
"kurz gmake",16.390,1,0,15.387,0.000
"active gnu",16.390,1,0,15.387,0.000
"popular gnu",16.390,1,0,15.387,0.000
"und gnulinex",16.390,1,0,15.387,0.000
"real goal-a",16.390,1,0,15.387,0.000
"quindi grazie",16.390,1,0,15.387,0.000
"alleine grosse",16.390,1,0,15.387,0.000
"die große",16.390,1,0,15.387,0.000
