"corpus","user/Poehler/compar_de_v05"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"Nutzungsbefugnis",28.170,2,545,27.948,0.028
"Kommerzialität",28.150,2,560,27.948,0.028
"Creighton",28.140,2,572,27.948,0.029
"Handelssanktion",28.120,2,580,27.948,0.029
"Einsatzpotenzial",28.120,2,582,27.948,0.029
"helmreich",28.120,2,585,27.948,0.030
"Schulungszweck",28.100,2,596,27.948,0.030
"Herstellerunabhängigkeit",28.100,2,599,27.948,0.030
"Reverse",28.080,3,10465,41.922,0.528
"OPEN",28.070,3,10480,41.922,0.529
"Abspielsoftware",28.060,2,629,27.948,0.032
"Systemprogrammierung",28.040,2,644,27.948,0.033
"pflichten",28.030,4,20398,55.896,1.030
"wiederveröffentlicht",28.000,2,668,27.948,0.034
"Produktaktivierung",28.000,2,674,27.948,0.034
"Benutzer",27.990,56,534619,782.549,26.990
"profits",27.990,2,677,27.948,0.034
"GPLv2",27.980,2,688,27.948,0.035
"Basislehrgang",27.970,2,692,27.948,0.035
"contrast",27.970,2,693,27.948,0.035
"Finos",27.970,2,694,27.948,0.035
"Avoid",27.950,2,710,27.948,0.036
"suggest",27.930,2,724,27.948,0.037
"Libary",27.910,2,736,27.948,0.037
"Vendors",27.890,2,750,27.948,0.038
"discuss",27.870,2,764,27.948,0.039
"favor",27.850,2,778,27.948,0.039
"Basissoftware",27.850,2,780,27.948,0.039
"Abspielprogramm",27.850,2,781,27.948,0.039
"ethisch",27.800,25,229798,349.352,11.601
"Softwareanpassung",27.780,2,832,27.948,0.042
"Akademia",27.780,2,832,27.948,0.042
"TeleTrusT",27.770,2,837,27.948,0.042
"temporary",27.760,2,848,27.948,0.043
"worse",27.760,2,850,27.948,0.043
"Vertragsregelung",27.740,2,865,27.948,0.044
"Hintertüre",27.720,5,30826,69.870,1.556
"Kopierschutzmaßnahme",27.720,2,880,27.948,0.044
"Hardwareunterstützung",27.710,2,887,27.948,0.045
"Theora",27.670,2,914,27.948,0.046
"polarisierend",27.630,3,10958,41.922,0.553
"Netzauftritt",27.620,2,956,27.948,0.048
"nearly",27.600,2,969,27.948,0.049
"Carnegie",27.590,3,11007,41.922,0.556
"Koglin",27.560,2,995,27.948,0.050
"ISSN",27.530,4,21133,55.896,1.067
"developer",27.510,2,1036,27.948,0.052
"GPLv3",27.490,2,1053,27.948,0.053
"Rights",27.460,5,31313,69.870,1.581
"Qualitätsdiskussion",27.440,2,1092,27.948,0.055
"Baumkataster",27.440,2,1092,27.948,0.055
"Announcement",27.430,2,1094,27.948,0.055
"Lockdown",27.390,2,1128,27.948,0.057
"your",27.370,12,102256,167.689,5.162
"Closed",27.370,3,11254,41.922,0.568
"growing",27.370,2,1142,27.948,0.058
"Picot",27.330,2,1173,27.948,0.059
"Ackerman",27.300,2,1196,27.948,0.060
"Lobbyarbeit",27.290,4,21490,55.896,1.085
"Verschlüsselungssoftware",27.290,2,1204,27.948,0.061
"usually",27.250,2,1237,27.948,0.062
"instruments",27.220,2,1258,27.948,0.064
"urheber",27.200,2,1271,27.948,0.064
"Auftragsentwicklung",27.160,2,1301,27.948,0.066
"Wirtschaftsmarkt",27.150,2,1311,27.948,0.066
"versus",27.090,7,52449,97.819,2.648
"ware",27.080,3,11584,41.922,0.585
"Oekonux",27.080,2,1364,27.948,0.069
"perspective",27.070,2,1371,27.948,0.069
"DMCA",27.070,2,1371,27.948,0.069
"highly",27.070,2,1377,27.948,0.070
"any",27.060,3,11612,41.922,0.586
"Haftungsbeschränkung",27.040,3,11632,41.922,0.587
"Sendmail",27.030,2,1404,27.948,0.071
"Funktionsbezeichnung",27.030,2,1406,27.948,0.071
"Baumpfleger",27.010,2,1420,27.948,0.072
"Aspects",27.010,2,1424,27.948,0.072
"liberty",26.970,2,1455,27.948,0.073
"state",26.950,3,11742,41.922,0.593
"freigeben",26.940,23,217271,321.404,10.969
"Regierungsdelegation",26.910,2,1500,27.948,0.076
"to",26.910,73,731849,1020.109,36.947
"harm",26.900,2,1506,27.948,0.076
"Meretz",26.900,2,1512,27.948,0.076
"Geschäftsstellenleiterin",26.890,2,1513,27.948,0.076
"agree",26.880,2,1521,27.948,0.077
"Mikrocomputer",26.870,2,1532,27.948,0.077
"unmodifiziert",26.850,2,1545,27.948,0.078
"Lizenzerteilung",26.840,2,1558,27.948,0.079
"HMD",26.800,2,1584,27.948,0.080
"Dissertationsschrift",26.730,2,1640,27.948,0.083
"promoted",26.730,2,1644,27.948,0.083
"Kett",26.720,2,1655,27.948,0.084
"require",26.690,2,1672,27.948,0.084
"Urheberrechtsabgabe",26.690,2,1676,27.948,0.085
"dupliziert",26.690,2,1677,27.948,0.085
"pejorativ",26.680,2,1686,27.948,0.085
"agreement",26.670,2,1689,27.948,0.085
"McGowan",26.670,2,1695,27.948,0.086
"Unmittelbare",26.640,2,1715,27.948,0.087
"charge",26.640,2,1716,27.948,0.087
"Änderungsdatum",26.620,2,1732,27.948,0.087
"Marco",26.610,34,334673,475.119,16.896
"Exportkontrolle",26.560,2,1782,27.948,0.090
"schools",26.520,2,1812,27.948,0.091
"decision",26.520,2,1812,27.948,0.091
"ship",26.510,2,1819,27.948,0.092
"verknappt",26.510,2,1824,27.948,0.092
"weitergeben",26.490,39,388488,544.990,19.613
"zugreifend",26.470,2,1858,27.948,0.094
"Systemstabilität",26.420,2,1893,27.948,0.096
"Mindstorms",26.400,2,1909,27.948,0.096
"vereinend",26.380,2,1925,27.948,0.097
"Untergrabung",26.370,2,1935,27.948,0.098
"Hosters",26.360,2,1949,27.948,0.098
"DynDNS",26.350,2,1951,27.948,0.098
"teach",26.310,2,1984,27.948,0.100
"costs",26.270,2,2023,27.948,0.102
"Geschäftsrisiko",26.250,2,2033,27.948,0.103
"modifizierbar",26.210,2,2069,27.948,0.104
"Membership",26.180,2,2095,27.948,0.106
"Gegenbegriff",26.170,2,2102,27.948,0.106
"Share",26.120,6,44522,83.845,2.248
"parties",26.070,2,2190,27.948,0.111
"Weiterentwickeln",26.050,2,2203,27.948,0.111
"apolitisch",26.040,2,2214,27.948,0.112
"weiterentwicklung",26.020,2,2225,27.948,0.112
"mandatieren",26.020,2,2229,27.948,0.113
"well",26.000,3,12898,41.922,0.651
"Chapters",25.990,2,2254,27.948,0.114
"Berkley",25.980,2,2266,27.948,0.114
"Domination",25.920,2,2311,27.948,0.117
"Mako",25.920,2,2313,27.948,0.117
"Mitbestimmungsmöglichkeit",25.900,2,2334,27.948,0.118
"anpassung",25.880,2,2348,27.948,0.119
"ways",25.880,2,2349,27.948,0.119
"serious",25.860,2,2364,27.948,0.119
"Koordinierungskreis",25.860,2,2365,27.948,0.119
"Abstürzen",25.860,2,2365,27.948,0.119
"performanter",25.860,2,2369,27.948,0.120
"Unrast",25.850,2,2371,27.948,0.120
"Ausführen",25.830,4,23829,55.896,1.203
"Lizenzmanagement",25.820,2,2398,27.948,0.121
"itself",25.810,2,2406,27.948,0.121
"third",25.720,2,2489,27.948,0.126
"almost",25.690,2,2508,27.948,0.127
"verbreit",25.680,2,2519,27.948,0.127
"industry",25.610,2,2578,27.948,0.130
"Beschränkung",25.610,18,175510,251.534,8.860
"critical",25.610,2,2583,27.948,0.130
"Urhebergesetz",25.600,2,2589,27.948,0.131
"kopiergeschützt",25.600,2,2593,27.948,0.131
"Fraktur",25.570,4,24262,55.896,1.225
"term",25.540,2,2643,27.948,0.133
"Nutzergruppe",25.510,3,13515,41.922,0.682
"MIT",25.490,9,78687,125.767,3.972
"understehen",25.490,2,2691,27.948,0.136
"below",25.430,2,2737,27.948,0.138
"Praxisleitfaden",25.360,2,2805,27.948,0.142
"been",25.310,3,13778,41.922,0.696
"think",25.310,3,13780,41.922,0.696
"Gemeineigentum",25.300,2,2852,27.948,0.144
"Entwicklungsaktivität",25.290,2,2866,27.948,0.145
"kartografisch",25.270,2,2879,27.948,0.145
"part",25.250,3,13867,41.922,0.700
"Methods",25.240,2,2910,27.948,0.147
"already",25.230,2,2918,27.948,0.147
"zoomen",25.220,4,24882,55.896,1.256
"Auftragsforschung",25.130,2,3008,27.948,0.152
"Perspectives",25.050,2,3078,27.948,0.155
"movement",25.030,2,3104,27.948,0.157
"anschießend",25.030,2,3104,27.948,0.157
"Fehlerbeseitigung",25.000,2,3126,27.948,0.158
"amoralisch",24.990,2,3142,27.948,0.159
"Gewährleistungsausschluss",24.960,2,3168,27.948,0.160
"cannot",24.860,2,3260,27.948,0.165
"Urheberschutz",24.840,2,3276,27.948,0.165
"DEC",24.830,2,3284,27.948,0.166
"technologies",24.790,2,3323,27.948,0.168
"leitfade",24.720,2,3386,27.948,0.171
"besitzlos",24.710,2,3395,27.948,0.171
"Licensing",24.700,2,3407,27.948,0.172
"Löffler",24.700,4,25828,55.896,1.304
"While",24.670,2,3432,27.948,0.173
"Hauptfokus",24.670,2,3437,27.948,0.174
"Aumühle",24.670,2,3437,27.948,0.174
"unmoralisch",24.650,4,25916,55.896,1.308
"category",24.630,2,3475,27.948,0.175
"freiheitsentziehend",24.590,2,3510,27.948,0.177
"when",24.540,3,14832,41.922,0.749
"Hardwarehersteller",24.500,2,3598,27.948,0.182
"absurdum",24.480,4,26230,55.896,1.324
"herumbasteln",24.420,2,3675,27.948,0.186
"Cookie",24.400,13,128476,181.663,6.486
"Vertriebsform",24.370,2,3724,27.948,0.188
"Exklusivrecht",24.300,2,3787,27.948,0.191
"Softwareanwendung",24.300,2,3791,27.948,0.191
"needs",24.270,2,3816,27.948,0.193
"Eigenkontrolle",24.260,2,3826,27.948,0.193
"Teilen",24.190,2,3899,27.948,0.197
"Unterscheiden",24.180,2,3905,27.948,0.197
"often",24.160,2,3922,27.948,0.198
"Sprachgruppe",24.100,2,3983,27.948,0.201
"monopolisieren",24.100,2,3989,27.948,0.201
"Window",24.090,3,15480,41.922,0.781
"Programmiersprache",24.070,7,61526,97.819,3.106
"Ausspähen",24.060,2,4028,27.948,0.203
"choice",24.050,2,4033,27.948,0.204
"Urfassung",23.950,2,4136,27.948,0.209
"Hierbei",23.940,2,4147,27.948,0.209
"TrueCrypt",23.890,2,4193,27.948,0.212
"Rechteverwaltung",23.860,2,4226,27.948,0.213
"Lizenzbestimmung",23.840,2,4244,27.948,0.214
"means",23.830,2,4251,27.948,0.215
"NXT",23.830,2,4255,27.948,0.215
"Verkaufswert",23.830,2,4257,27.948,0.215
"models",23.760,2,4330,27.948,0.219
"called",23.740,2,4345,27.948,0.219
"englischsprachig",23.710,11,109454,153.715,5.526
"Funktionsweise",23.700,10,97810,139.741,4.938
"Piraterie",23.670,3,16118,41.922,0.814
"SharePoint",23.650,5,39549,69.870,1.997
"contact",23.560,2,4526,27.948,0.228
"Computerwelt",23.540,2,4550,27.948,0.230
"Intensive",23.470,2,4628,27.948,0.234
"won",23.460,2,4632,27.948,0.234
"installierbar",23.430,2,4662,27.948,0.235
"aufgelistet",23.350,4,28464,55.896,1.437
"Vertragsbedingung",23.340,4,28469,55.896,1.437
"Fork",23.330,2,4769,27.948,0.241
"Kopieren",23.310,6,52278,83.845,2.639
"client",23.310,2,4792,27.948,0.242
"Version",23.300,139,1632271,1942.399,82.404
"Irvine",23.290,2,4813,27.948,0.243
"Kochrezept",23.250,3,16762,41.922,0.846
"we",23.210,9,88365,125.767,4.461
"Haftungsausschluss",23.150,6,52804,83.845,2.666
"leave",23.100,2,5015,27.948,0.253
"Kongressabgeordnete",23.030,2,5088,27.948,0.257
"Doppeldeutigkeit",23.000,2,5119,27.948,0.258
"Crowdfunding",22.900,3,17318,41.922,0.874
"Freigabe",22.900,11,114028,153.715,5.757
"new",22.900,6,53591,83.845,2.705
"Selbstkosten",22.900,2,5237,27.948,0.264
"Beratungsdienstleistung",22.890,2,5239,27.948,0.264
"much",22.800,3,17475,41.922,0.882
"phone",22.790,2,5351,27.948,0.270
"Programmieren",22.780,4,29659,55.896,1.497
"large",22.680,2,5479,27.948,0.277
"entfacht",22.640,2,5516,27.948,0.278
"verfechten",22.580,2,5589,27.948,0.282
"Selektivität",22.570,2,5603,27.948,0.283
"eingeräumt",22.480,3,18009,41.922,0.909
"Weitergeben",22.440,2,5742,27.948,0.290
"unautorisiert",22.370,2,5824,27.948,0.294
"hinzugefügt",22.340,3,18242,41.922,0.921
"field",22.270,2,5942,27.948,0.300
"Send",22.240,2,5971,27.948,0.301
"personal",22.150,6,56055,83.845,2.830
"experience",22.120,2,6118,27.948,0.309
"Laurent",22.070,4,31251,55.896,1.578
"Bugfix",22.010,2,6246,27.948,0.315
"Unterteilung",21.910,4,31625,55.896,1.597
"Programm",21.890,294,3698368,4108.383,186.709
"Stanford",21.890,3,19028,41.922,0.961
"Inkompatibilität",21.870,2,6415,27.948,0.324
"Inhaltsverzeichnis",21.850,10,107768,139.741,5.441
"Geschäftsstrategie",21.830,2,6462,27.948,0.326
"Informationskompetenz",21.820,2,6469,27.948,0.327
"NSA",21.810,3,19175,41.922,0.968
"revolution",21.800,2,6500,27.948,0.328
"unwiderruflich",21.760,4,31973,55.896,1.614
"DATA",21.710,2,6605,27.948,0.333
"Julia",21.700,29,351108,405.249,17.725
"education",21.680,2,6643,27.948,0.335
"Patentierung",21.660,2,6664,27.948,0.336
"Policies",21.650,2,6673,27.948,0.337
"Vollständigkeit",21.600,9,96463,125.767,4.870
"untersagt",21.580,2,6763,27.948,0.341
"maschinenlesbar",21.530,2,6821,27.948,0.344
"technology",21.460,2,6914,27.948,0.349
"Marktübersicht",21.430,2,6944,27.948,0.351
"trivial",21.420,5,45715,69.870,2.308
"Kirschner",21.400,2,6988,27.948,0.353
"Glass",21.370,4,32934,55.896,1.663
"BSA",21.270,2,7145,27.948,0.361
"because",21.260,2,7158,27.948,0.361
"Feller",21.240,2,7183,27.948,0.363
"Formalismus",21.190,2,7247,27.948,0.366
"Vergleichsstudie",21.190,2,7258,27.948,0.366
"Begriffsdefinition",21.180,2,7260,27.948,0.367
"entzogen",21.160,2,7289,27.948,0.368
"zitieren",21.150,32,399932,447.171,20.190
"communication",21.090,2,7383,27.948,0.373
"Bruce",21.030,8,86434,111.793,4.364
"Wired",20.990,2,7510,27.948,0.379
"Softwareprogramm",20.980,2,7520,27.948,0.380
"OS",20.950,14,166119,195.637,8.386
"or",20.900,8,87068,111.793,4.396
"Kommerzialisierung",20.790,3,21093,41.922,1.065
"Hardware",20.680,24,302418,335.378,15.267
"Associate",20.640,2,7969,27.948,0.402
"then",20.590,2,8043,27.948,0.406
"implizieren",20.390,5,49031,69.870,2.475
"Garantieleistung",20.360,2,8353,27.948,0.422
"company",20.350,2,8376,27.948,0.423
"Computerprogramm",20.330,4,35638,55.896,1.799
"bewahrt",20.300,2,8432,27.948,0.426
"respektieren",20.170,13,159546,181.663,8.055
"Humphrey",20.110,2,8705,27.948,0.439
"umringt",20.100,2,8718,27.948,0.440
"verhältnis",20.010,2,8850,27.948,0.447
"closed",19.970,2,8903,27.948,0.449
"softwar",19.940,2,8945,27.948,0.452
"Rechtsrahmen",19.940,2,8946,27.948,0.452
"Fachwirt",19.920,2,8972,27.948,0.453
"Computervirus",19.900,2,9009,27.948,0.455
"AT",19.860,7,78775,97.819,3.977
"Webbrowser",19.850,4,36976,55.896,1.867
"Advisor",19.750,2,9226,27.948,0.466
"Greve",19.740,2,9240,27.948,0.466
"Fehlerkorrektur",19.730,2,9250,27.948,0.467
"Umgehen",19.720,2,9274,27.948,0.468
"Marktgeschehen",19.690,2,9313,27.948,0.470
"under",19.670,3,23414,41.922,1.182
"feedback",19.630,2,9396,27.948,0.474
"Gemeinschaft",19.580,58,801340,810.497,40.455
"ersetzbar",19.490,2,9608,27.948,0.485
"Want",19.460,2,9658,27.948,0.488
"Onlinedienst",19.430,2,9709,27.948,0.490
"eigennützig",19.430,2,9711,27.948,0.490
"evil",19.420,2,9722,27.948,0.491
"impliziert",19.310,2,9892,27.948,0.499
"einschränken",19.230,27,369892,377.300,18.674
"Institut",19.130,84,1196594,1173.824,60.409
"Restaurantbesuch",19.120,2,10179,27.948,0.514
"SBS",19.070,2,10262,27.948,0.518
"Kreutzer",19.030,2,10317,27.948,0.521
"voraussehbar",18.990,2,10386,27.948,0.524
"einschränkend",18.940,3,25079,41.922,1.266
"details",18.930,2,10476,27.948,0.529
"always",18.930,2,10486,27.948,0.529
"network",18.920,2,10494,27.948,0.530
"Apache",18.870,4,39906,55.896,2.015
"Kollaboration",18.820,3,25357,41.922,1.280
"Kluft",18.800,5,54851,69.870,2.769
"tendenziös",18.770,2,10735,27.948,0.542
"Initial",18.740,2,10782,27.948,0.544
"domain",18.740,2,10792,27.948,0.545
"information",18.740,3,25565,41.922,1.291
"Program",18.720,3,25609,41.922,1.293
"ausführen",18.690,52,751551,726.653,37.941
"Netscape",18.610,3,25872,41.922,1.306
"thing",18.610,2,11010,27.948,0.556
"Directory",18.560,3,26011,41.922,1.313
"explizit",18.530,18,250136,251.534,12.628
"Anklicken",18.500,4,41112,55.896,2.076
"Fitzgerald",18.470,2,11240,27.948,0.567
"Berechtigung",18.400,10,131700,139.741,6.649
"Deckname",18.400,2,11356,27.948,0.573
"Metrik",18.350,2,11448,27.948,0.578
"Zusammenführung",18.340,4,41658,55.896,2.103
"Ai",18.330,4,41676,55.896,2.104
"Finanzberatung",18.300,2,11523,27.948,0.582
"Sittlichkeit",18.290,2,11544,27.948,0.583
"bedeutung",18.160,2,11767,27.948,0.594
"Einräumung",18.130,2,11821,27.948,0.597
"far",18.110,2,11862,27.948,0.599
"Electronic",18.080,6,73150,83.845,3.693
"laben",18.040,5,58009,69.870,2.929
"unüblich",18.030,4,42709,55.896,2.156
"you",18.010,16,227148,223.585,11.467
"KDE",17.990,3,27449,41.922,1.386
"If",17.980,3,27484,41.922,1.388
"a",17.960,70,1060045,978.186,53.516
"Wirrwarr",17.960,2,12126,27.948,0.612
"anpassbar",17.930,3,27623,41.922,1.395
"Wettbewerbsdruck",17.910,2,12213,27.948,0.617
"the",17.870,115,1762720,1607.021,88.990
"Distributor",17.850,3,27814,41.922,1.404
"Rules",17.810,2,12394,27.948,0.626
"Kompatibilität",17.770,4,43614,55.896,2.202
"pag",17.690,2,12614,27.948,0.637
"Hauptargument",17.690,2,12614,27.948,0.637
"eingebunden",17.680,4,43919,55.896,2.217
"Produktgruppe",17.680,3,28277,41.922,1.428
"nutzbringend",17.670,2,12636,27.948,0.638
"What",17.640,5,59761,69.870,3.017
"Cyberspace",17.640,2,12706,27.948,0.641
"and",17.630,75,1158879,1048.057,58.505
"geändert",17.620,10,138398,139.741,6.987
"Rentabilität",17.580,3,28548,41.922,1.441
"Anlehnung",17.570,8,107353,111.793,5.420
"Veröffentlichen",17.520,2,12917,27.948,0.652
"Informationsgesellschaft",17.490,3,28790,41.922,1.453
"rechtswirksam",17.430,2,13098,27.948,0.661
"Interoperabilität",17.420,2,13110,27.948,0.662
"future",17.410,2,13121,27.948,0.662
"Geschäftsmodell",17.410,10,140352,139.741,7.086
"around",17.390,2,13168,27.948,0.665
"Benutzergruppe",17.380,2,13190,27.948,0.666
"Entwicklerteam",17.360,2,13216,27.948,0.667
"Forschung",17.360,67,1049546,936.264,52.986
"inhärent",17.340,2,13257,27.948,0.669
"eingeschränkt",17.310,14,205145,195.637,10.357
"Bankkaufmann",17.280,2,13375,27.948,0.675
"hintergehen",17.230,2,13479,27.948,0.680
"Hacker",17.180,7,94100,97.819,4.751
"nichtkommerziell",17.160,2,13617,27.948,0.687
"verwundbar",17.070,2,13782,27.948,0.696
"Vermerk",17.040,4,46331,55.896,2.339
"Ersetzung",17.010,2,13907,27.948,0.702
"They",16.990,2,13941,27.948,0.704
"work",16.980,3,30257,41.922,1.528
"Freie",16.970,17,258715,237.560,13.061
"Bedienoberfläche",16.940,2,14046,27.948,0.709
"referent",16.910,2,14094,27.948,0.712
"NAV",16.910,2,14098,27.948,0.712
"Telefax",16.890,3,30520,41.922,1.541
"Profitabilität",16.890,2,14151,27.948,0.714
"kundenspezifisch",16.860,4,47048,55.896,2.375
