"corpus","user/Poehler/compar_de_v05"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"entstanden",77.870,5,20,76.937,0.001
"erweitern",77.870,5,21,76.937,0.001
"tatsächlich",77.860,5,23,76.937,0.001
"Durchschnitt",77.860,5,23,76.937,0.001
"beschrieben",77.840,5,29,76.937,0.001
"englischen",77.830,5,31,76.937,0.001
"offenen",77.830,5,32,76.937,0.001
"Suchmaschine",77.830,5,32,76.937,0.001
"Werkzeug",77.820,5,33,76.937,0.001
"Varianten",77.820,5,34,76.937,0.001
"siehe",77.820,5,35,76.937,0.002
"einzelnen",77.780,5,46,76.937,0.002
"virtuelle",77.780,5,47,76.937,0.002
"entwickeln",77.780,5,47,76.937,0.002
"Qualität",77.760,5,52,76.937,0.002
"Wettbewerb",77.730,5,60,76.937,0.003
"bestimmten",77.730,5,61,76.937,0.003
"Natürlich",77.720,5,63,76.937,0.003
"soziale",77.700,5,69,76.937,0.003
"Freien",77.700,5,70,76.937,0.003
"Ergebnisse",77.700,5,70,76.937,0.003
"verbessern",77.690,5,71,76.937,0.003
"somit",77.690,5,71,76.937,0.003
"jedes",77.670,5,77,76.937,0.003
"elektronische",77.670,5,78,76.937,0.003
"offizielle",77.670,5,79,76.937,0.003
"komplett",77.650,5,83,76.937,0.004
"Mitarbeiter",77.650,5,84,76.937,0.004
"besteht",77.640,5,87,76.937,0.004
"Beratung",77.640,5,87,76.937,0.004
"solche",77.620,5,92,76.937,0.004
"zeigt",77.610,5,96,76.937,0.004
"würde",77.610,5,96,76.937,0.004
"Univention",77.590,5,101,76.937,0.004
"Sleepycat",77.510,5,125,76.937,0.005
"Netzwerk",77.510,5,125,76.937,0.005
"davon",77.510,5,126,76.937,0.006
"hohe",77.420,5,151,76.937,0.007
"weitere",77.370,5,166,76.937,0.007
"helfen",77.370,5,168,76.937,0.007
"kleinen",77.350,5,172,76.937,0.008
"März",77.270,5,196,76.937,0.009
"Definition",77.260,12,31890,184.649,1.403
"Makeover",77.250,9,18313,138.487,0.806
"sollten",77.240,5,205,76.937,0.009
"Dieser",77.240,5,206,76.937,0.009
"Erfahrung",77.230,5,207,76.937,0.009
"jeden",77.110,5,245,76.937,0.011
"Dinge",77.050,5,263,76.937,0.012
"Europäische",77.040,5,265,76.937,0.012
"Geospatial",77.000,6,4818,92.325,0.212
"Februar",76.760,5,350,76.937,0.015
"frei",76.690,5,369,76.937,0.016
"ihrer",76.690,5,370,76.937,0.016
"Zusammenarbeit",76.640,5,385,76.937,0.017
"kommt",76.440,5,445,76.937,0.020
"Seiner",76.210,5,516,76.937,0.023
"Break",76.160,9,18897,138.487,0.831
"Wissenschaft",76.150,5,533,76.937,0.023
"FOSDEM",75.900,5,611,76.937,0.027
"sollte",75.670,5,682,76.937,0.030
"MapServer",75.630,5,692,76.937,0.030
"Wien",75.440,6,5389,92.325,0.237
"Firmware",75.330,6,5431,92.325,0.239
"Netz",75.140,5,847,76.937,0.037
"README",74.910,6,5587,92.325,0.246
"gegen",74.810,5,950,76.937,0.042
"Autor",74.720,5,978,76.937,0.043
"Hat",74.590,22,80727,338.524,3.552
"Oktober",74.570,5,1027,76.937,0.045
"Translations",74.480,6,5750,92.325,0.253
"ob",74.270,7,10540,107.712,0.464
"ZK",74.250,5,1128,76.937,0.050
"Weil",73.950,8,15412,123.100,0.678
"Analyse",73.450,5,1387,76.937,0.061
"OSI",72.950,7,11144,107.712,0.490
"z",71.400,22,85357,338.524,3.755
"ich",71.300,6,7023,92.325,0.309
"Schon",71.190,5,2154,76.937,0.095
"Computer",70.330,53,241150,815.535,10.610
"Lisp",70.240,7,12448,107.712,0.548
"Simulation",70.180,9,22448,138.487,0.988
"Apache",69.970,22,87563,338.524,3.853
"Musik",68.990,5,2947,76.937,0.130
"RHEL",68.370,5,3179,76.937,0.140
"Server",67.560,60,288208,923.247,12.680
"dt",67.380,6,8751,92.325,0.385
"Format",66.700,13,45773,200.037,2.014
"UCS",66.150,6,9336,92.325,0.411
"Bild",64.220,5,4853,76.937,0.214
"distro",64.140,8,21246,123.100,0.935
"Horror",63.680,11,38042,169.262,1.674
"proprietary",63.570,38,186697,584.723,8.214
"Learned",63.380,9,27295,138.487,1.201
"seine",63.270,5,5269,76.937,0.232
"wörtlich",62.550,4,0,61.550,0.000
"unixoiden",62.550,4,0,61.550,0.000
"rundenbasierte",62.550,4,0,61.550,0.000
"linuxdigest",62.550,4,0,61.550,0.000
"geschriebenes",62.550,4,0,61.550,0.000
"eingebetteten",62.550,4,0,61.550,0.000
"bemessen",62.550,4,0,61.550,0.000
"basierender",62.550,4,0,61.550,0.000
"Vergabestelle",62.550,4,0,61.550,0.000
"Softwarelizenzen",62.550,4,0,61.550,0.000
"Softwarehersteller",62.550,4,0,61.550,0.000
"Skriptsprache",62.550,4,0,61.550,0.000
"Schadsoftware",62.550,4,0,61.550,0.000
"Grundauftrag",62.550,4,0,61.550,0.000
"Funktionsumfang",62.550,4,0,61.550,0.000
"Freizügige",62.550,4,0,61.550,0.000
"BlueSpice",62.550,4,0,61.550,0.000
"Beschaffungen",62.550,4,0,61.550,0.000
"vormals",62.550,4,1,61.550,0.000
"unabhängige",62.550,4,1,61.550,0.000
"früherer",62.550,4,1,61.550,0.000
"Webframework",62.550,4,1,61.550,0.000
"Vorgabe",62.550,4,1,61.550,0.000
"Verschlüsselung",62.550,4,1,61.550,0.000
"Rechnern",62.550,4,1,61.550,0.000
"Paketverwaltung",62.550,4,1,61.550,0.000
"Geometrien",62.550,4,1,61.550,0.000
"Computerspiel",62.550,4,1,61.550,0.000
"Computern",62.550,4,1,61.550,0.000
"Betriebssystems",62.550,4,1,61.550,0.000
"widmet",62.540,4,2,61.550,0.000
"urheberrechtlich",62.540,4,2,61.550,0.000
"kleinerer",62.540,4,2,61.550,0.000
"benötigten",62.540,4,2,61.550,0.000
"Fehlern",62.540,4,2,61.550,0.000
"gegründete",62.540,4,3,61.550,0.000
"Mailinglisten",62.540,4,3,61.550,0.000
"anfassen",62.540,4,4,61.550,0.000
"Inhalten",62.540,4,4,61.550,0.000
"Datenbanken",62.540,4,4,61.550,0.000
"Anlehnung",62.540,4,4,61.550,0.000
"Anbietern",62.540,4,4,61.550,0.000
"zusammenarbeiten",62.540,4,5,61.550,0.000
"späteren",62.540,4,5,61.550,0.000
"komplexer",62.540,4,5,61.550,0.000
"entwickelten",62.540,4,5,61.550,0.000
"verändern",62.530,4,6,61.550,0.000
"verfügbare",62.530,4,6,61.550,0.000
"darstellt",62.530,4,6,61.550,0.000
"betreiben",62.530,4,6,61.550,0.000
"anbietet",62.530,4,6,61.550,0.000
"mittlerer",62.530,4,7,61.550,0.000
"startete",62.530,4,8,61.550,0.000
"Aktivist",62.530,4,8,61.550,0.000
"monatliche",62.530,4,9,61.550,0.000
"zusätzlich",62.520,4,11,61.550,0.000
"Konfiguration",62.520,4,11,61.550,0.000
"Informationstechnologie",62.520,4,11,61.550,0.000
"Guix",62.520,4,11,61.550,0.000
"verbreitet",62.520,4,12,61.550,0.001
"beschäftigt",62.520,4,12,61.550,0.001
"Referenzen",62.520,4,12,61.550,0.001
"unabhängig",62.510,4,14,61.550,0.001
"bezieht",62.510,4,15,61.550,0.001
"Zugriff",62.510,4,15,61.550,0.001
"Merkblatt",62.510,4,15,61.550,0.001
"Geräte",62.510,4,15,61.550,0.001
"Aussprache",62.500,4,17,61.550,0.001
"organisiert",62.500,4,18,61.550,0.001
"offiziell",62.500,4,18,61.550,0.001
"erschien",62.500,4,18,61.550,0.001
"bestimmter",62.500,4,18,61.550,0.001
"Netzwerke",62.500,4,18,61.550,0.001
"schrieben",62.500,4,19,61.550,0.001
"Alternativen",62.500,4,19,61.550,0.001
"ersetzt",62.490,4,20,61.550,0.001
"offener",62.490,4,21,61.550,0.001
"namens",62.490,4,21,61.550,0.001
"Programms",62.490,4,22,61.550,0.001
"frühen",62.480,4,24,61.550,0.001
"anerkannt",62.480,4,24,61.550,0.001
"Entwicklungen",62.480,4,24,61.550,0.001
"beinhaltet",62.480,4,26,61.550,0.001
"Webseiten",62.480,4,26,61.550,0.001
"Erweiterung",62.470,4,29,61.550,0.001
"einfacher",62.470,4,30,61.550,0.001
"produziert",62.460,4,31,61.550,0.001
"openMosix",62.460,4,31,61.550,0.001
"möchten",62.460,4,32,61.550,0.001
"aufgenommen",62.460,4,32,61.550,0.001
"Bestandteil",62.460,4,33,61.550,0.001
"arbeitet",62.460,4,34,61.550,0.001
"abgeschlossen",62.450,4,35,61.550,0.002
"Unternehmer",62.450,4,35,61.550,0.002
"Organisationen",62.450,4,35,61.550,0.002
"gesamte",62.440,4,40,61.550,0.002
"rechts",62.430,4,45,61.550,0.002
"erstellt",62.420,4,46,61.550,0.002
"allgemein",62.420,4,47,61.550,0.002
"Dokumentation",62.420,4,47,61.550,0.002
"neuesten",62.410,4,50,61.550,0.002
"Werte",62.410,4,51,61.550,0.002
"Anteil",62.410,4,52,61.550,0.002
"automatisch",62.400,4,53,61.550,0.002
"Darstellung",62.400,4,54,61.550,0.002
"zuvor",62.390,4,58,61.550,0.003
"Zusammenhang",62.390,4,58,61.550,0.003
"Informationstechnik",62.390,4,60,61.550,0.003
"Rechte",62.380,4,63,61.550,0.003
"Methoden",62.380,4,63,61.550,0.003
"gehört",62.370,4,64,61.550,0.003
"Europäischen",62.360,4,69,61.550,0.003
"Kontext",62.350,4,72,61.550,0.003
"Entscheidung",62.350,4,73,61.550,0.003
"Mailserver",62.340,4,75,61.550,0.003
"funktioniert",62.340,4,77,61.550,0.003
"handelt",62.330,4,80,61.550,0.004
"erreichen",62.330,4,81,61.550,0.004
"Dokumente",62.330,4,81,61.550,0.004
"ebenfall",62.320,4,83,61.550,0.004
"Anzeige",62.320,4,84,61.550,0.004
"Statistik",62.320,4,85,61.550,0.004
"Nationen",62.310,4,88,61.550,0.004
"ebenso",62.300,4,90,61.550,0.004
"bereits",62.270,4,102,61.550,0.004
"findet",62.250,4,111,61.550,0.005
"jedem",62.240,4,114,61.550,0.005
"aktuelle",62.240,4,114,61.550,0.005
"Beginn",62.220,4,119,61.550,0.005
"Wird",62.220,4,122,61.550,0.005
"WildFly",62.210,4,125,61.550,0.005
"Einige",62.190,4,130,61.550,0.006
"daher",62.190,4,131,61.550,0.006
"hatten",62.160,4,142,61.550,0.006
"keinen",62.120,4,157,61.550,0.007
"Stunden",62.120,4,158,61.550,0.007
"bieten",62.100,4,166,61.550,0.007
"verstehen",62.070,4,175,61.550,0.008
"sogar",62.060,4,180,61.550,0.008
"Produkte",62.040,4,188,61.550,0.008
"bringen",62.020,4,195,61.550,0.009
"Affero",61.990,4,207,61.550,0.009
"vielen",61.960,4,216,61.550,0.010
"jede",61.930,4,227,61.550,0.010
"eigenen",61.930,4,228,61.550,0.010
"Stürmer",61.880,4,247,61.550,0.011
"konnte",61.800,4,276,61.550,0.012
"Gleich",61.780,4,283,61.550,0.012
"Inhalt",61.690,4,315,61.550,0.014
"neuen",61.690,4,316,61.550,0.014
"egal",61.600,4,352,61.550,0.015
"kein",61.570,4,360,61.550,0.016
"heute",61.560,4,365,61.550,0.016
"Partei",61.560,4,365,61.550,0.016
"Familie",61.520,4,381,61.550,0.017
"Artikel",61.510,4,385,61.550,0.017
"Staaten",61.510,4,386,61.550,0.017
"weiter",61.410,4,420,61.550,0.018
"Bildung",61.290,4,469,61.550,0.021
"Listen",61.200,11,40507,169.262,1.782
"Dienst",60.670,4,704,61.550,0.031
"Wer",60.620,4,722,61.550,0.032
"mehr",60.560,4,746,61.550,0.033
"Into",60.520,10,35440,153.875,1.559
"Zentyal",60.430,4,797,61.550,0.035
"Ihre",60.300,4,849,61.550,0.037
"wieder",60.280,4,855,61.550,0.038
"Hippel",60.280,4,856,61.550,0.038
"spielen",60.110,4,921,61.550,0.041
"Codename",60.030,4,954,61.550,0.042
"Raum",59.860,4,1021,61.550,0.045
"Spiele",59.840,4,1029,61.550,0.045
"Stelle",59.830,4,1034,61.550,0.045
"internationale",59.410,4,1201,61.550,0.053
"Lesser",59.140,7,19049,107.712,0.838
"Operating",58.680,13,55142,200.037,2.426
"Messaging",58.640,7,19406,107.712,0.854
"Spiel",58.500,4,1574,61.550,0.069
"Atomic",58.330,9,31623,138.487,1.391
"Buch",58.050,4,1761,61.550,0.077
"Extremadura",57.800,4,1868,61.550,0.082
"Platform",57.760,5,7939,76.937,0.349
"Annihilation",57.640,4,1937,61.550,0.085
"EGL",57.400,4,2041,61.550,0.090
"Emulator",57.340,4,2064,61.550,0.091
"Markt",57.290,4,2086,61.550,0.092
"CHF",57.260,7,20422,107.712,0.899
"Technik",57.100,4,2169,61.550,0.095
"Schnell",56.880,4,2267,61.550,0.100
"Build",56.230,18,89638,276.974,3.944
"EnterpriseDB",56.110,4,2610,61.550,0.115
"Graphic",55.250,10,40985,153.875,1.803
"Slideshare",55.110,4,3070,61.550,0.135
"Merz",54.990,4,3124,61.550,0.137
"Cluster",54.930,8,28619,123.100,1.259
"Sei",54.650,4,3284,61.550,0.144
"Zeit",54.640,4,3290,61.550,0.145
"Landes",54.500,4,3357,61.550,0.148
"Mozilla",54.430,12,54795,184.649,2.411
"GNOME",54.100,5,10017,76.937,0.441
"CPV",53.880,4,3656,61.550,0.161
"Welt",53.830,4,3682,61.550,0.162
"Classics",53.820,10,42671,153.875,1.877
"Institut",53.740,5,10234,76.937,0.450
"Layer",53.330,10,43281,153.875,1.904
"Framework",52.460,16,84364,246.199,3.712
"ru",52.130,5,11253,76.937,0.495
"Teach",52.110,9,38116,138.487,1.677
"Executive",51.710,102,667568,1569.521,29.371
"stillness",51.620,9,38691,138.487,1.702
"GTK",51.620,4,4815,61.550,0.212
"Ones",51.160,9,39246,138.487,1.727
"clipboard",51.010,8,32569,123.100,1.433
"Chaos",50.900,10,46425,153.875,2.043
"Application",50.760,27,163733,415.461,7.204
"Vienna",50.390,20,116538,307.749,5.127
"Name",50.140,23,138152,353.911,6.078
"Free",49.950,127,866911,1954.207,38.142
"Canonical",49.780,4,5831,61.550,0.257
"LaTeX",49.180,4,6176,61.550,0.272
"Mailer",48.920,4,6331,61.550,0.279
"Rogue",48.830,9,42198,138.487,1.857
"ATI",48.600,6,20915,92.325,0.920
"Java",48.380,40,266878,615.498,11.742
"Protocol",47.770,17,102199,261.587,4.496
"Available",47.560,9,43930,138.487,1.933
"Romance",47.450,10,51463,153.875,2.264
"Object",47.380,8,36803,123.100,1.619
"Bei",47.210,4,7384,61.550,0.325
"zusammenzutragen",47.160,3,0,46.162,0.000
"verteilter",47.160,3,0,46.162,0.000
"vereinheitlicht",47.160,3,0,46.162,0.000
"unixbasierte",47.160,3,0,46.162,0.000
"unixartige",47.160,3,0,46.162,0.000
"unfreien",47.160,3,0,46.162,0.000
"rekursive",47.160,3,0,46.162,0.000
"quelloffenes",47.160,3,0,46.162,0.000
"lokalisierte",47.160,3,0,46.162,0.000
"ehrenamtlich",47.160,3,0,46.162,0.000
"ausgereifte",47.160,3,0,46.162,0.000
"abgeleiteten",47.160,3,0,46.162,0.000
"Unixoiden",47.160,3,0,46.162,0.000
"Tabellenkalkulationsprogramm",47.160,3,0,46.162,0.000
"Tabellenkalkulation",47.160,3,0,46.162,0.000
"Spielkonsole",47.160,3,0,46.162,0.000
"Softwareunternehmen",47.160,3,0,46.162,0.000
"Softwareprojekten",47.160,3,0,46.162,0.000
"Rechnerarchitekturen",47.160,3,0,46.162,0.000
"Projektname",47.160,3,0,46.162,0.000
"Programmablaufplan",47.160,3,0,46.162,0.000
"Preismodell",47.160,3,0,46.162,0.000
"Partitionsschema",47.160,3,0,46.162,0.000
"Partitionen",47.160,3,0,46.162,0.000
"Organisationsstruktur",47.160,3,0,46.162,0.000
"Medienunternehmen",47.160,3,0,46.162,0.000
"Mailprogramm",47.160,3,0,46.162,0.000
"Logdateien",47.160,3,0,46.162,0.000
"Lizenzlogo",47.160,3,0,46.162,0.000
"Kodename",47.160,3,0,46.162,0.000
"Installationssystem",47.160,3,0,46.162,0.000
"Erkennungssystem",47.160,3,0,46.162,0.000
"Emulatoren",47.160,3,0,46.162,0.000
"Dienstleistern",47.160,3,0,46.162,0.000
"Datenänderungen",47.160,3,0,46.162,0.000
"Datenintegrität",47.160,3,0,46.162,0.000
"Computerprogramme",47.160,3,0,46.162,0.000
"ChaptersLocal",47.160,3,0,46.162,0.000
"Binärblob",47.160,3,0,46.162,0.000
"Bildschirmschoner",47.160,3,0,46.162,0.000
"Benutzeroberfläche",47.160,3,0,46.162,0.000
"Arbeitsplatzrechner",47.160,3,0,46.162,0.000
"Anwendern",47.160,3,0,46.162,0.000
"Abspaltung",47.160,3,0,46.162,0.000
"webbasierte",47.160,3,1,46.162,0.000
"verwendete",47.160,3,1,46.162,0.000
"verteilten",47.160,3,1,46.162,0.000
"unterstützte",47.160,3,1,46.162,0.000
"stärken",47.160,3,1,46.162,0.000
"sogenannter",47.160,3,1,46.162,0.000
"konservativen",47.160,3,1,46.162,0.000
"immateriell",47.160,3,1,46.162,0.000
"ethische",47.160,3,1,46.162,0.000
"einsetzt",47.160,3,1,46.162,0.000
"definierten",47.160,3,1,46.162,0.000
"Zusammenschluss",47.160,3,1,46.162,0.000
"Verwalten",47.160,3,1,46.162,0.000
"Textdateien",47.160,3,1,46.162,0.000
"Standardisierung",47.160,3,1,46.162,0.000
"Netzwerksicherheit",47.160,3,1,46.162,0.000
"Korrekturen",47.160,3,1,46.162,0.000
"Filterung",47.160,3,1,46.162,0.000
"Eigenschreibweise",47.160,3,1,46.162,0.000
