"corpus","user/Poehler/compar_de_v05"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"Umfang der Jeweiligen Modifikationen",28.950,2,0,27.948,0.000
"Umgehen der Vorgesehenen Nutzungsbeschränkungen",28.950,2,0,27.948,0.000
"Umgehung Wirksamer Kopierschutzmaßnahmen",28.950,2,0,27.948,0.000
"Umkehrung des Copyrights",28.950,2,0,27.948,0.000
"Umkreis des Gnu-projekts",28.950,2,0,27.948,0.000
"Umlauf Gebrachter Kopie",28.950,2,0,27.948,0.000
"Umsetzung Praktischer Projekte",28.950,2,0,27.948,0.000
"kooperative Umwelt",28.950,2,0,27.948,0.000
"Untergrabung des Copyrights",28.950,2,0,27.948,0.000
"freie Unterroutine",28.950,2,0,27.948,0.000
"verfügbare freie Unterroutine",28.950,2,0,27.948,0.000
"Unterstützer der Bewegung",28.950,2,0,27.948,0.000
"Unterstützer der Freien-software-bewegung",28.950,2,0,27.948,0.000
"Unterstützer der Freien Software",28.950,2,0,27.948,0.000
"Unterstützung des Gnu-projekts",28.950,2,0,27.948,0.000
"Untersuchung der Gpl",28.950,2,0,27.948,0.000
"Unversehrtheit des Originären Quellcodes",28.950,2,0,27.948,0.000
"Urfassung der Bsd",28.950,2,0,27.948,0.000
"Urheber eines Copylefts",28.950,2,0,27.948,0.000
"Lgpl V3",28.950,2,0,27.948,0.000
"Veranschaulichung des Spruches",28.950,2,0,27.948,0.000
"Verbreiten des Binärcodes",28.950,2,0,27.948,0.000
"Verbreitung Modifizierter Versionen",28.950,2,0,27.948,0.000
"lizenzgebührenfreie Verbreitung",28.950,2,0,27.948,0.000
"finanzieller Verdienst",28.950,2,0,27.948,0.000
"funktionseinschränkendes Verfahren",28.950,2,0,27.948,0.000
"Version der Gnu-lizenzen",28.950,2,0,27.948,0.000
"Version eines Dritten",28.950,2,0,27.948,0.000
"unfreie Version",28.950,2,0,27.948,0.000
"unmodifizierte Version",28.950,2,0,27.948,0.000
"wiederveröffentlichte Version",28.950,2,0,27.948,0.000
"Vertreter Freier Software",28.950,2,0,27.948,0.000
"Vertreter der Freie-software-bewegung",28.950,2,0,27.948,0.000
"Vertreter des Zivilgesellschaftlichen Wsis",28.950,2,0,27.948,0.000
"Vertreter des Zivilgesellschaftlichen Wsis Koordinierungskreises",28.950,2,0,27.948,0.000
"proprietäre Verwendung",28.950,2,0,27.948,0.000
"Verändern der Bibliotheken",28.950,2,0,27.948,0.000
"Verändern eines Programms",28.950,2,0,27.948,0.000
"Veränderung der Programme",28.950,2,0,27.948,0.000
"Veröffentlichen des Quellcodes",28.950,2,0,27.948,0.000
"Veröffentlichung der Aktuellen Version",28.950,2,0,27.948,0.000
"Edward Viesel",28.950,2,0,27.948,0.000
"Vorzug eines Programmes",28.950,2,0,27.948,0.000
"Wsis Koordinierungskreises",28.950,2,0,27.948,0.000
"zivilgesellschaftlicher Wsis",28.950,2,0,27.948,0.000
"Wahl der Lizenz",28.950,2,0,27.948,0.000
"Wandel der It",28.950,2,0,27.948,0.000
"positiver sozialer Wandel",28.950,2,0,27.948,0.000
"populärer Webbrowser",28.950,2,0,27.948,0.000
"Weitergabe der Lizenztext",28.950,2,0,27.948,0.000
"kommerzielle Weiterverbreitung",28.950,2,0,27.948,0.000
"freie digitale Welt",28.950,2,0,27.948,0.000
"Copyleft-lizenziertes Werk",28.950,2,0,27.948,0.000
"freies kulturelles Werk",28.950,2,0,27.948,0.000
"weiter Wettbewerber",28.950,2,0,27.948,0.000
"praktische Wirtschaftsinformatik",28.950,2,0,27.948,0.000
"eigener Wirtschaftsmarkt",28.950,2,0,27.948,0.000
"Respects Your",28.950,2,0,27.948,0.000
"Zahl der Kopien",28.950,2,0,27.948,0.000
"Zerstörung der Digitalen Zukunft",28.950,2,0,27.948,0.000
"Zitat des Professors",28.950,2,0,27.948,0.000
"Serverlizenz Zugriffslizenz",28.950,2,0,27.948,0.000
"Zusammenführung der Verfügbaren Freien Unterroutinen",28.950,2,0,27.948,0.000
"Enquiring About",28.950,2,0,27.948,0.000
"Dateiderivate Änderung",28.950,2,0,27.948,0.000
"Änderung des Quelltextes",28.950,2,0,27.948,0.000
"bewusste Übergabe",28.950,2,0,27.948,0.000
"Überlegenheit des Entwicklungsprozesses",28.950,2,0,27.948,0.000
"Abstürzen des Systems",28.830,2,1,27.948,0.004
"Anbieter Proprietärer Software",28.830,2,1,27.948,0.004
"proprietärer Anbieter",28.830,2,1,27.948,0.004
"reine Ausführung",28.830,2,1,27.948,0.004
"kommerzielle Ausnutzung",28.830,2,1,27.948,0.004
"Befürworter Neuer Technologien",28.830,2,1,27.948,0.004
"Belang Freier Software",28.830,2,1,27.948,0.004
"digitale Beschränkungsverwaltung",28.830,2,1,27.948,0.004
"Betonung der Überlegenheit",28.830,2,1,27.948,0.004
"UNIX-ähnliches Betriebssystem",28.830,2,1,27.948,0.004
"Frau Burmester",28.830,2,1,27.948,0.004
"starkes Copyleft",28.830,2,1,27.948,0.004
"schwerwiegender Einfluss",28.830,2,1,27.948,0.004
"schnelle Erreichung",28.830,2,1,27.948,0.004
"Your Freedom",28.830,2,1,27.948,0.004
"Freiheit der Software",28.830,2,1,27.948,0.004
"Gutdünken des Herstellers",28.830,2,1,27.948,0.004
"Herstellung der Software",28.830,2,1,27.948,0.004
"temporärer Kompromiss",28.830,2,1,27.948,0.004
"wirksame Kopierschutzmaßnahme",28.830,2,1,27.948,0.004
"Leistungsfähigkeit der Webseite",28.830,2,1,27.948,0.004
"Artistic License",28.830,2,1,27.948,0.004
"alternative Lizenz",28.830,2,1,27.948,0.004
"bisherige Lizenz",28.830,2,1,27.948,0.004
"individuelle Lizenz",28.830,2,1,27.948,0.004
"Cloud Management",28.830,2,1,27.948,0.004
"Möglichkeit der Internetnutzung",28.830,2,1,27.948,0.004
"unbeabsichtigtes Nebenprodukt",28.830,2,1,27.948,0.004
"Nutzung Freier Software",28.830,2,1,27.948,0.004
"beschriebene Organisation",28.830,2,1,27.948,0.004
"Pflicht des Lizenznehmers",28.830,2,1,27.948,0.004
"hinterhältiger Plan",28.830,2,1,27.948,0.004
"spezielles Privilegium",28.830,2,1,27.948,0.004
"gute Profitabilität",28.830,2,1,27.948,0.004
"andere Programmänderung",28.830,2,1,27.948,0.004
"Präsident der Fsfe",28.830,2,1,27.948,0.004
"gekaufter Rechner",28.830,2,1,27.948,0.004
"deutsche Regierungsdelegation",28.830,2,1,27.948,0.004
"akzeptable Richtlinie",28.830,2,1,27.948,0.004
"Forscher Robert",28.830,2,1,27.948,0.004
"Schutz der Software",28.830,2,1,27.948,0.004
"weiterentwickelte Software",28.830,2,1,27.948,0.004
"Michael Stehmann",28.830,2,1,27.948,0.004
"Verwendung Freier Software",28.830,2,1,27.948,0.004
"Veränderung der Software",28.830,2,1,27.948,0.004
"andere Wahlmöglichkeit",28.830,2,1,27.948,0.004
"Wahrung des Geschäftsgeheimnisses",28.830,2,1,27.948,0.004
"Weitergabe des Quellcodes",28.830,2,1,27.948,0.004
"verbundene Welt",28.830,2,1,27.948,0.004
"Ziel des Jeweiligen Unternehmens",28.830,2,1,27.948,0.004
"umfangreiche Überlegung",28.830,2,1,27.948,0.004
"dauerhafte Abhängigkeit",28.720,2,2,27.948,0.009
"Arbeit der Fsf",28.720,2,2,27.948,0.009
"Art der Software",28.720,2,2,27.948,0.009
"Basis Freier Software",28.720,2,2,27.948,0.009
"klassischer Beitrag",28.720,2,2,27.948,0.009
"struktureller Belang",28.720,2,2,27.948,0.009
"große Benutzergruppe",28.720,2,2,27.948,0.009
"sprachliche Bezeichnung",28.720,2,2,27.948,0.009
"geltendes Copyright",28.720,2,2,27.948,0.009
"kopiergeschützte Dvd",28.720,2,2,27.948,0.009
"Forderung der Zivilgesellschaft",28.720,2,2,27.948,0.009
"Form des Programms",28.720,2,2,27.948,0.009
"grundlegender Glaube",28.720,2,2,27.948,0.009
"Georg Greve",28.720,2,2,27.948,0.009
"reines öffentliches Gut",28.720,2,2,27.948,0.009
"Matthias Kirschner",28.720,2,2,27.948,0.009
"wachsende Liste",28.720,2,2,27.948,0.009
"einzelne Lizenz",28.720,2,2,27.948,0.009
"verwendete Lizenz",28.720,2,2,27.948,0.009
"Möglichkeit des Kostenlosen Downloads",28.720,2,2,27.948,0.009
"Nutzen der Gemeinschaft",28.720,2,2,27.948,0.009
"freie Programmiersprache",28.720,2,2,27.948,0.009
"Quelltext eines Programms",28.720,2,2,27.948,0.009
"Julia Schmidt",28.720,2,2,27.948,0.009
"Berkeley Software",28.720,2,2,27.948,0.009
"Quelloffene Software",28.720,2,2,27.948,0.009
"ausgelieferte Software",28.720,2,2,27.948,0.009
"modifizierte Software",28.720,2,2,27.948,0.009
"englischsprachiger Teil",28.720,2,2,27.948,0.009
"vorhandener Vermerk",28.720,2,2,27.948,0.009
"Version der Gpl",28.720,2,2,27.948,0.009
"technisches Ziel",28.720,2,2,27.948,0.009
"Zustimmung des Instituts",28.720,2,2,27.948,0.009
"Übernahme der Rechte",28.720,2,2,27.948,0.009
"offensichtliche Bedeutung",28.600,2,3,27.948,0.013
"genaue Beleuchtung",28.600,2,3,27.948,0.013
"bevorzugtes Betriebssystem",28.600,2,3,27.948,0.013
"proprietäres Betriebssystem",28.600,2,3,27.948,0.013
"elementare Forderung",28.600,2,3,27.948,0.013
"binäre Form",28.600,2,3,27.948,0.013
"mangelnde Kompatibilität",28.600,2,3,27.948,0.013
"große Lizenz",28.600,2,3,27.948,0.013
"Lizenzierung der Software",28.600,2,3,27.948,0.013
"Privatsphäre des Nutzers",28.600,2,3,27.948,0.013
"entsprechender Quelltext",28.600,2,3,27.948,0.013
"venezolanische Regierung",28.600,2,3,27.948,0.013
"Sicht der Anwender",28.600,2,3,27.948,0.013
"freies Softwareprojekt",28.600,2,3,27.948,0.013
"fehlender Support",28.600,2,3,27.948,0.013
"Unrast Verlag",28.600,2,3,27.948,0.013
"genaue Veränderung",28.600,2,3,27.948,0.013
"einfache Wahl",28.600,2,3,27.948,0.013
"schnelle Zunahme",28.600,2,3,27.948,0.013
"alternativer Begriff",28.460,2,4,27.948,0.017
"Bereich des Marktes",28.460,2,4,27.948,0.017
"Bestandteil der Software",28.460,2,4,27.948,0.017
"weite interessante Frage",28.460,2,4,27.948,0.017
"gewährte Freiheit",28.460,2,4,27.948,0.017
"vernünftige Gesellschaft",28.460,2,4,27.948,0.017
"alte Lizenz",28.460,2,4,27.948,0.017
"gleiche Lizenz",28.460,2,4,27.948,0.017
"Autor Marco",28.460,2,4,27.948,0.017
"Stefan Meretz",28.460,2,4,27.948,0.017
"geringe Modifikation",28.460,2,4,27.948,0.017
"folgender Nachteil",28.460,2,4,27.948,0.017
"besondere Popularität",28.460,2,4,27.948,0.017
"bekannte Praxis",28.460,2,4,27.948,0.017
"relevanter Standard",28.460,2,4,27.948,0.017
"gemeinfreies Werk",28.460,2,4,27.948,0.017
"Zug der Veröffentlichung",28.460,2,4,27.948,0.017
"subjektive Angelegenheit",28.350,2,5,27.948,0.022
"missverständlicher Begriff",28.350,2,5,27.948,0.022
"geringe Bekanntheit",28.350,2,5,27.948,0.022
"hinzugefügte Datei",28.350,2,5,27.948,0.022
"modifizierte Datei",28.350,2,5,27.948,0.022
"erkanntes Defizit",28.350,2,5,27.948,0.022
"beteiligter Entwickler",28.350,2,5,27.948,0.022
"technischer Lösungsansatz",28.350,2,5,27.948,0.022
"freier Treiber",28.350,2,5,27.948,0.022
"kommerzieller Vertrieb",28.350,2,5,27.948,0.022
"kostenlose Weitergabe",28.350,2,5,27.948,0.022
"unterschiedliche Vorstellung",28.350,3,119,41.922,0.514
"zusätzliche Berechtigung",28.240,2,6,27.948,0.026
"Entwicklung der Gemeinschaft",28.240,2,6,27.948,0.026
"Fortschritt der Technologie",28.240,2,6,27.948,0.026
"folgende Lizenz",28.240,2,6,27.948,0.026
"technologisches Mittel",28.240,2,6,27.948,0.026
"Ogg Vorbis",28.240,2,6,27.948,0.026
"Software Projekt",28.240,2,6,27.948,0.026
"einzelne Software",28.240,2,6,27.948,0.026
"juristische Unterstützung",28.240,2,6,27.948,0.026
"rechtlicher Verstoß",28.240,2,6,27.948,0.026
"bedeutsames Ziel",28.240,2,6,27.948,0.026
"bestimmte Weise",28.110,3,122,41.922,0.527
"About A",28.100,2,7,27.948,0.030
"kleine Auswirkung",28.100,2,7,27.948,0.030
"Bedingung der Gnu",28.100,2,7,27.948,0.030
"rechtlicher Begriff",28.100,2,7,27.948,0.030
"auferlegte Beschränkung",28.100,2,7,27.948,0.030
"kartografische Darstellung",28.100,2,7,27.948,0.030
"physisches Ding",28.100,2,7,27.948,0.030
"grundlegende Freiheit",28.100,2,7,27.948,0.030
"angemessene Gebühr",28.100,2,7,27.948,0.030
"Art Geld",28.100,2,7,27.948,0.030
"verbreitete Version",28.100,2,7,27.948,0.030
"Aspekt der Nutzung",28.000,2,8,27.948,0.035
"bemerkenswerte Ausnahme",28.000,2,8,27.948,0.035
"moralische Entscheidung",28.000,2,8,27.948,0.035
"globale Gemeinschaft",28.000,2,8,27.948,0.035
"egoistischer Grund",28.000,2,8,27.948,0.035
"anderer Kulturraum",28.000,2,8,27.948,0.035
"jeweilige Lizenz",28.000,2,8,27.948,0.035
"Nutzung des Werks",28.000,2,8,27.948,0.035
"Microsoft Server",28.000,2,8,27.948,0.035
"kurze Wiederholung",28.000,2,8,27.948,0.035
"englisches Wort",27.950,4,240,55.896,1.037
"eigene Anpassung",27.890,2,9,27.948,0.039
"internationale Anwendung",27.890,2,9,27.948,0.039
"mögliche Beschränkung",27.890,2,9,27.948,0.039
"unixoides Betriebssystem",27.890,2,9,27.948,0.039
"ethisches Dilemma",27.890,2,9,27.948,0.039
"Debian Gnu",27.890,2,9,27.948,0.039
"Linus Torvalds",27.890,2,9,27.948,0.039
"zusätzliche Lizenz",27.890,2,9,27.948,0.039
"genutztes Programm",27.890,2,9,27.948,0.039
"Prüfung der Inhalte",27.890,2,9,27.948,0.039
"einheitlicher Rahmen",27.890,2,9,27.948,0.039
"digitale Rechteverwaltung",27.890,2,9,27.948,0.039
"alternative Software",27.890,2,9,27.948,0.039
"sozialer Vorteil",27.890,2,9,27.948,0.039
"kulturelles Werk",27.890,2,9,27.948,0.039
"sorgfältige Überlegung",27.890,2,9,27.948,0.039
"weltweite Beachtung",27.750,2,10,27.948,0.043
"vollständiger Ersatz",27.750,2,10,27.948,0.043
"Möglichkeit der Anpassung",27.750,2,10,27.948,0.043
"wichtige Pflicht",27.750,2,10,27.948,0.043
"ähnliches Recht",27.750,2,10,27.948,0.043
"relevante Werbung",27.750,2,10,27.948,0.043
"zunehmender Wettbewerbsdruck",27.750,2,10,27.948,0.043
"Wirtschaftswissenschaft der Universität",27.750,2,10,27.948,0.043
"staatliche Agentur",27.650,2,11,27.948,0.048
"monetärer Anreiz",27.650,2,11,27.948,0.048
"komplettes Betriebssystem",27.650,2,11,27.948,0.048
"erste Definition",27.650,2,11,27.948,0.048
"eingeschränkte Nutzung",27.650,2,11,27.948,0.048
"andere Philosophie",27.650,2,11,27.948,0.048
"privates Programm",27.650,2,11,27.948,0.048
"Rest der Klasse",27.650,2,11,27.948,0.048
"mangelnde Sicherheit",27.650,2,11,27.948,0.048
"komplette Software",27.650,2,11,27.948,0.048
"Teil der Europäischen Union",27.650,2,11,27.948,0.048
"Ogg Vorbis",27.650,2,11,27.948,0.048
"Zustimmung des Rechteinhabers",27.650,2,11,27.948,0.048
"Entstehung des Werkes",27.540,2,12,27.948,0.052
"Erfahrung der Autoren",27.540,2,12,27.948,0.052
"geistiges Gut",27.540,2,12,27.948,0.052
"selbstständiger Unternehmensberater",27.540,2,12,27.948,0.052
"organisatorische Basis",27.410,2,13,27.948,0.056
"Windows Small",27.410,2,13,27.948,0.056
"sicheres Betriebssystem",27.310,2,14,27.948,0.060
"betrieblicher Datenschutz",27.310,2,14,27.948,0.060
"Lego Mindstorms",27.310,2,14,27.948,0.060
"langjähriges Projekt",27.310,2,14,27.948,0.060
"Rahmen der Lehrveranstaltung",27.310,2,14,27.948,0.060
"gültige Regelung",27.310,2,14,27.948,0.060
"gestellte Software",27.310,2,14,27.948,0.060
"garantierte Freiheit",27.210,2,15,27.948,0.065
"Idee der Freiheit",27.210,2,15,27.948,0.065
"natürliches Interesse",27.210,2,15,27.948,0.065
"praktische Überlegung",27.210,2,15,27.948,0.065
"gelernter Bankkaufmann",27.080,2,16,27.948,0.069
"Linux Distribution",27.080,2,16,27.948,0.069
"Mitte der 1990er",27.080,2,16,27.948,0.069
"Möglichkeit der Veränderung",27.080,2,16,27.948,0.069
"nicht-kommerzielle Nutzung",27.080,2,16,27.948,0.069
"gewährtes Recht",27.080,2,16,27.948,0.069
"ultimatives Ziel",27.080,2,16,27.948,0.069
"Grenze des Urheberrechtsgesetzes",26.980,2,17,27.948,0.073
"praktisches Projekt",26.980,2,17,27.948,0.073
"jeweilige Software",26.980,2,17,27.948,0.073
"geschriebenes Werk",26.980,2,17,27.948,0.073
"ernste Bedrohung",26.880,2,18,27.948,0.078
"professionelle Entwicklung",26.880,2,18,27.948,0.078
"unveränderte Kopie",26.880,2,18,27.948,0.078
"bestimmte Richtlinie",26.880,2,18,27.948,0.078
"veränderte Version",26.880,2,18,27.948,0.078
"Stefan Weber",26.880,2,18,27.948,0.078
"And Other",26.880,2,18,27.948,0.078
"großer Grund",26.750,2,19,27.948,0.082
"Teil der Bewegung",26.750,2,19,27.948,0.082
"Wert der Freiheit",26.750,2,19,27.948,0.082
"frühes 1980eres Jahr",26.660,2,20,27.948,0.086
"gewisser Mensch",26.660,2,20,27.948,0.086
"Möglichkeit der Integration",26.660,2,20,27.948,0.086
"marktwirtschaftliche Ordnung",26.660,2,20,27.948,0.086
"technischer Vorteil",26.660,2,20,27.948,0.086
"Zukunft der Gesellschaft",26.660,2,20,27.948,0.086
"Nutzung des Programms",26.560,2,21,27.948,0.091
"nützliches Wissen",26.560,2,21,27.948,0.091
"kommerzielle Nutzung",26.540,4,265,55.896,1.145
"Creative Commons",26.440,2,22,27.948,0.095
"eigenes Forschungsprojekt",26.440,2,22,27.948,0.095
"geringe Verbreitung",26.440,2,22,27.948,0.095
"entsprechende Nutzung",26.340,2,23,27.948,0.099
"korrespondierender Quelltext",26.340,2,23,27.948,0.099
"vorherige schriftliche Einwilligung",26.240,2,24,27.948,0.104
"langsame Geschwindigkeit",26.130,2,25,27.948,0.108
"Werk der Literatur",26.130,2,25,27.948,0.108
"bestehende Software",26.030,2,26,27.948,0.112
"abgeleitetes Werk",26.030,2,26,27.948,0.112
"gleiches Argument",25.940,2,27,27.948,0.117
"erfolgreiche Beendigung",25.940,2,27,27.948,0.117
"Überwindung des Kapitalismus",25.940,2,27,27.948,0.117
"San José",25.850,2,28,27.948,0.121
"schwerer Rückschlag",25.850,2,28,27.948,0.121
"verfügbare Software",25.850,2,28,27.948,0.121
"allgemeine Beratung",25.730,2,29,27.948,0.125
"prominente Person",25.730,2,29,27.948,0.125
"ganze Gemeinschaft",25.640,2,30,27.948,0.130
"Under The",25.550,2,31,27.948,0.134
"starke Form",25.440,2,32,27.948,0.138
"öffentliche Rede",25.440,2,32,27.948,0.138
"rechtlicher Beistand",25.350,2,33,27.948,0.143
"Änderung des Namens",25.350,2,33,27.948,0.143
"jeweilige Bedingung",25.260,2,34,27.948,0.147
"beliebiger Rechner",25.260,2,34,27.948,0.147
"praktischer Zweck",25.260,2,34,27.948,0.147
"quantitative Analyse",25.150,2,35,27.948,0.151
"Bill Gate",25.130,3,164,41.922,0.709
"eigene Freiheit",24.980,2,37,27.948,0.160
"freies Projekt",24.980,2,37,27.948,0.160
"sorgfältige Recherche",24.980,2,37,27.948,0.160
"allgemeine Betriebswirtschaftslehre",24.870,2,38,27.948,0.164
"unterschiedliche Idee",24.870,2,38,27.948,0.164
"akzeptable Lösung",24.870,2,38,27.948,0.164
"Business School",24.780,4,300,55.896,1.296
"beschriebene Weise",24.590,2,41,27.948,0.177
"heutiger Zustand",24.430,2,43,27.948,0.186
"abgeschwächte Form",24.330,2,44,27.948,0.190
"maschinenlesbare Form",24.330,2,44,27.948,0.190
"ungewöhnliche Weise",24.330,2,44,27.948,0.190
"gleiche Möglichkeit",24.240,2,45,27.948,0.194
"neue Einnahmequelle",24.060,2,47,27.948,0.203
"wissenschaftliche Zusammenarbeit",23.900,2,49,27.948,0.212
"1980eres Jahr",23.730,2,51,27.948,0.220
"wichtige Möglichkeit",23.570,2,53,27.948,0.229
"bestimmte Anwendung",23.400,2,55,27.948,0.238
"sozialer Grund",23.400,2,55,27.948,0.238
"kurze Darstellung",23.330,2,56,27.948,0.242
"gesamte Gesellschaft",23.250,3,196,41.922,0.847
"öffentliche Nutzung",23.230,2,57,27.948,0.246
"Dynamics Nav",23.160,2,58,27.948,0.251
"gängige Praxis",23.090,3,199,41.922,0.860
"unterschiedlicher Wert",22.990,2,60,27.948,0.259
"eigene Darstellung",22.850,2,62,27.948,0.268
"Name des Autors",22.850,2,62,27.948,0.268
"notwendige Bedingung",22.760,2,63,27.948,0.272
"verbesserte Version",22.690,2,64,27.948,0.277
"zweijährige Ausbildung",22.620,2,65,27.948,0.281
"Herzogtum Lauenburg",22.620,2,65,27.948,0.281
"digitale Zukunft",22.460,2,67,27.948,0.289
"genauer Wortlaut",22.390,2,68,27.948,0.294
"technologischer Wandel",22.230,2,70,27.948,0.302
"persönliche Einschätzung",22.170,2,71,27.948,0.307
"weite Bedingung",22.080,2,72,27.948,0.311
"strikte Einhaltung",22.010,2,73,27.948,0.315
"gleiche Kategorie",22.010,2,73,27.948,0.315
"Frau Schmidt",22.010,2,73,27.948,0.315
"großes Programm",21.860,2,75,27.948,0.324
"geistiges Eigentum",21.790,7,818,97.819,3.534
"damaliger Präsident",21.730,2,77,27.948,0.333
"praktisches Problem",21.670,2,78,27.948,0.337
"eigene Software",21.670,2,78,27.948,0.337
"gutes Modell",21.590,2,79,27.948,0.341
"wissenschaftliche Veröffentlichung",21.250,2,84,27.948,0.363
"Massachusetts Institut",20.980,2,88,27.948,0.380
"andere Technologie",20.920,2,89,27.948,0.385
"rechtlicher Aspekt",20.730,3,248,41.922,1.071
"soziales Problem",20.560,4,409,55.896,1.767
"technische Eigenschaft",20.340,2,98,27.948,0.423
"innerer Konflikt",20.340,2,98,27.948,0.423
"tiefer Grund",20.290,2,99,27.948,0.428
"Small Business",20.030,2,103,27.948,0.445
"Region der Erde",19.870,2,106,27.948,0.458
"aktiver Nutzer",19.800,2,107,27.948,0.462
"State University",19.750,2,108,27.948,0.467
"anerkannter Experte",19.690,2,109,27.948,0.471
"Bank Ag",19.450,2,113,27.948,0.488
"unterschiedliche Ansicht",19.450,2,113,27.948,0.488
"geteilte Meinung",19.400,2,114,27.948,0.493
"verschiedene Type",19.350,2,115,27.948,0.497
"entwickelte Software",19.120,2,119,27.948,0.514
"technische Analyse",19.020,2,121,27.948,0.523
"schriftliche Einwilligung",18.700,2,127,27.948,0.549
"eigene Datei",18.640,2,128,27.948,0.553
"folgende Übersicht",18.590,2,129,27.948,0.557
"öffentliches Gut",18.240,2,136,27.948,0.588
"besonderes Problem",18.190,2,137,27.948,0.592
"andere Gesellschaft",17.710,2,147,27.948,0.635
"offener Standard",17.570,2,150,27.948,0.648
"geplantes Projekt",17.520,2,151,27.948,0.652
"rechtliche Regelung",17.430,2,153,27.948,0.661
"kostengünstige Alternative",17.300,2,156,27.948,0.674
"anderer Wert",17.170,2,159,27.948,0.687
"gemeinsame Nutzung",16.780,2,168,27.948,0.726
"technisches Verständnis",16.780,2,168,27.948,0.726
"gemeinnützige Stiftung",16.730,2,169,27.948,0.730
"genaue Zahl",16.730,2,169,27.948,0.730
"gleicher Grund",16.690,2,170,27.948,0.734
"technische Unterstützung",16.660,2,171,27.948,0.739
"andere Bedeutung",16.610,2,172,27.948,0.743
"technologischer Fortschritt",16.610,2,172,27.948,0.743
"neue Marke",16.610,2,172,27.948,0.743
"europäischer Raum",16.570,2,173,27.948,0.747
"persönliches Budget",16.360,2,178,27.948,0.769
"weites Kriterium",16.330,2,179,27.948,0.773
"individuelle Anpassung",15.940,2,189,27.948,0.817
"künftige Entwicklung",15.750,2,194,27.948,0.838
"aktuelle Fassung",15.390,2,204,27.948,0.881
"überwältigende Mehrheit",15.360,2,205,27.948,0.886
"unterschiedliches Land",15.320,2,206,27.948,0.890
"schwieriges Thema",15.250,2,208,27.948,0.899
"Direktor des Instituts",15.220,2,209,27.948,0.903
"gedruckte Form",15.120,2,212,27.948,0.916
"Copyright --",14.970,1,0,13.974,0.000
"Open--source --",14.970,1,0,13.974,0.000
"angestelltes --",14.970,1,0,13.974,0.000
"01 vorteil",14.970,1,0,13.974,0.000
"03 ",14.970,1,0,13.974,0.000
"Conditions 2a",14.970,1,0,13.974,0.000
"proprietäre Api",14.970,1,0,13.974,0.000
"proprietärer Apis",14.970,1,0,13.974,0.000
"Abhängigkeit der Gesamten Gesellschaft",14.970,1,0,13.974,0.000
"Abhängigkeit der Software",14.970,1,0,13.974,0.000
"Ableger des Gnu-betriebssystems",14.970,1,0,13.974,0.000
"Heidinger Abteilung",14.970,1,0,13.974,0.000
"gemeinsames Adjektiv",14.970,1,0,13.974,0.000
"Mit Ai",14.970,1,0,13.974,0.000
"rekursives Akronym",14.970,1,0,13.974,0.000
"englischsprachiger Aktivist",14.970,1,0,13.974,0.000
"Computerspiel Allegiance",14.970,1,0,13.974,0.000
"andere vorgeschlagene Alternative",14.970,1,0,13.974,0.000
"clevere Altersvorsorge",14.970,1,0,13.974,0.000
"Anfang eines Schemas",14.970,1,0,13.974,0.000
"sichere Anforderung",14.970,1,0,13.974,0.000
"unbeantwortetes Anliegen",14.970,1,0,13.974,0.000
"Anschaffung eines Baumkatasters",14.970,1,0,13.974,0.000
"schwebende Antitrust-ermittlung",14.970,1,0,13.974,0.000
"beliebiger Anwendungsfall",14.970,1,0,13.974,0.000
"proprietäres Anwendungsprogramm",14.970,1,0,13.974,0.000
"Schwimmwettkampfprogramm Arbeit",14.970,1,0,13.974,0.000
"Werner Arnhold",14.970,1,0,13.974,0.000
"Art der Schadsoftware",14.970,1,0,13.974,0.000
"erstellendes Artefakt",14.970,1,0,13.974,0.000
"Aspekt der Software",14.970,1,0,13.974,0.000
"Aufbau eines Freien Softwareökosystems",14.970,1,0,13.974,0.000
"Translationswissenschaft Aufbau",14.970,1,0,13.974,0.000
"Aufbauen der Software",14.970,1,0,13.974,0.000
"Auffassung des Unternehmens",14.970,1,0,13.974,0.000
"ethische Aufrichtigkeit",14.970,1,0,13.974,0.000
"wahrhafte Aufrichtigkeit",14.970,1,0,13.974,0.000
"Unkalkulierbarer Aufwand",14.970,1,0,13.974,0.000
"veröffentlichte Ausarbeitung",14.970,1,0,13.974,0.000
"triviale Ausfuhrbestimmung",14.970,1,0,13.974,0.000
"Auslegung der Einzelnen Nutzungsrechte",14.970,1,0,13.974,0.000
"spärliche Aussage",14.970,1,0,13.974,0.000
"unbemerktes Ausspionieren",14.970,1,0,13.974,0.000
"Ausuferung Verschiedener Freier Softwarelizenzen",14.970,1,0,13.974,0.000
"überschaubare Ausuferung",14.970,1,0,13.974,0.000
"moderne Automobilelektronik",14.970,1,0,13.974,0.000
"Literaturverzeichnis Bitkom",14.970,1,0,13.974,0.000
"Böhm Bu",14.970,1,0,13.974,0.000
"Basis Standardisierter Mikroprozessoren",14.970,1,0,13.974,0.000
"freies Basissystem",14.970,1,0,13.974,0.000
"Computer Bastler",14.970,1,0,13.974,0.000
"digitales Baumkatasters",14.970,1,0,13.974,0.000
"Situation Baumkontrolle",14.970,1,0,13.974,0.000
"modernes Baummanagementsystem",14.970,1,0,13.974,0.000
